Erde_x, Erde_y, Erde_v_x, Erde_v_y, Mond_x, Mond_y, Mond_v_x, Mond_v_y, Zeit
0.000,0.000,0.000,0.000,384400000.000,0.000,0.000,1022.000,0.000
0.000,0.000,0.033,0.000,384400000.000,1022000.000,-2.698,1022.000,1000.000
33.181,0.000,0.066,0.000,384397302.336,2044000.000,-5.395,1021.993,2000.000
99.543,0.088,0.100,0.000,384391907.037,3065992.828,-8.093,1021.978,3000.000
199.085,0.353,0.133,0.001,384383814.149,4087971.311,-10.790,1021.957,4000.000
331.806,0.882,0.166,0.001,384373023.741,5109928.279,-13.488,1021.928,5000.000
497.705,1.764,0.199,0.001,384359535.896,6131856.559,-16.185,1021.892,6000.000
696.781,3.088,0.232,0.002,384343350.718,7153748.980,-18.882,1021.849,7000.000
929.033,4.940,0.265,0.002,384324468.332,8175598.372,-21.579,1021.799,8000.000
1194.458,7.410,0.299,0.003,384302888.878,9197397.563,-24.276,1021.742,9000.000
1493.055,10.586,0.332,0.004,384278612.517,10219139.383,-26.973,1021.677,10000.000
1824.822,14.555,0.365,0.005,384251639.430,11240816.664,-29.670,1021.606,11000.000
2189.756,19.406,0.398,0.006,384221969.814,12262422.235,-32.366,1021.527,12000.000
2587.854,25.228,0.431,0.007,384189603.886,13283948.929,-35.062,1021.441,13000.000
3019.113,32.108,0.464,0.008,384154541.884,14305389.577,-37.758,1021.347,14000.000
3483.531,40.134,0.498,0.009,384116784.062,15326737.013,-40.453,1021.247,15000.000
3981.104,49.396,0.531,0.011,384076330.694,16347984.070,-43.149,1021.140,16000.000
4511.829,59.980,0.564,0.012,384033182.072,17369123.582,-45.844,1021.025,17000.000
5075.700,71.974,0.597,0.013,383987338.509,18390148.384,-48.538,1020.903,18000.000
5672.716,85.468,0.630,0.015,383938800.336,19411051.314,-51.232,1020.774,19000.000
6302.870,100.549,0.663,0.017,383887567.900,20431825.207,-53.926,1020.638,20000.000
6966.159,117.305,0.696,0.019,383833641.572,21452462.901,-56.620,1020.494,21000.000
7662.578,135.825,0.730,0.020,383777021.737,22472957.236,-59.313,1020.344,22000.000
8392.122,156.196,0.763,0.022,383717708.802,23493301.052,-62.006,1020.186,23000.000
9154.786,178.506,0.796,0.024,383655703.191,24513487.190,-64.698,1020.021,24000.000
9950.564,202.844,0.829,0.026,383591005.349,25533508.492,-67.390,1019.849,25000.000
10779.450,229.297,0.862,0.029,383523615.737,26553357.802,-70.081,1019.670,26000.000
11641.439,257.954,0.895,0.031,383453534.838,27573027.965,-72.772,1019.484,27000.000
12536.525,288.902,0.928,0.033,383380763.150,28592511.827,-75.462,1019.290,28000.000
13464.700,322.230,0.961,0.036,383305301.194,29611802.235,-78.152,1019.090,29000.000
14425.959,358.025,0.994,0.038,383227149.507,30630892.039,-80.841,1018.882,30000.000
15420.294,396.376,1.027,0.041,383146308.646,31649774.089,-83.529,1018.667,31000.000
16447.700,437.370,1.060,0.044,383062779.187,32668441.236,-86.217,1018.445,32000.000
17508.167,481.095,1.094,0.047,382976561.723,33686886.336,-88.905,1018.216,33000.000
18601.689,527.639,1.127,0.049,382887656.867,34705102.241,-91.592,1017.980,34000.000
19728.258,577.090,1.160,0.052,382796065.253,35723081.810,-94.278,1017.736,35000.000
20887.866,629.535,1.193,0.056,382701787.530,36740817.901,-96.963,1017.485,36000.000
22080.504,685.064,1.226,0.059,382604824.368,37758303.374,-99.648,1017.228,37000.000
23306.165,743.762,1.259,0.062,382505176.455,38775531.091,-102.332,1016.963,38000.000
24564.839,805.719,1.292,0.065,382402844.499,39792493.917,-105.015,1016.691,39000.000
25856.517,871.022,1.325,0.069,382297829.226,40809184.716,-107.698,1016.412,40000.000
27181.192,939.758,1.358,0.072,382190131.381,41825596.357,-110.380,1016.125,41000.000
28538.852,1012.016,1.391,0.076,382079751.726,42841721.709,-113.061,1015.832,42000.000
29929.488,1087.882,1.424,0.080,381966691.045,43857553.644,-115.741,1015.531,43000.000
31353.091,1167.446,1.457,0.083,381850950.138,44873085.037,-118.420,1015.224,44000.000
32809.651,1250.793,1.490,0.087,381732529.825,45888308.762,-121.099,1014.909,45000.000
34299.157,1338.013,1.522,0.091,381611430.945,46903217.699,-123.777,1014.587,46000.000
35821.598,1429.192,1.555,0.095,381487654.356,47917804.729,-126.453,1014.258,47000.000
37376.964,1524.418,1.588,0.099,381361200.933,48932062.732,-129.129,1013.922,48000.000
38965.244,1623.778,1.621,0.104,381232071.571,49945984.596,-131.804,1013.579,49000.000
40586.426,1727.360,1.654,0.108,381100267.185,50959563.207,-134.478,1013.228,50000.000
42240.500,1835.252,1.687,0.112,380965788.706,51972791.455,-137.152,1012.871,51000.000
43927.453,1947.541,1.720,0.117,380828637.085,52985662.233,-139.824,1012.506,52000.000
45647.273,2064.314,1.753,0.121,380688813.293,53998168.436,-142.495,1012.135,53000.000
47399.949,2185.658,1.786,0.126,380546318.318,55010302.961,-145.165,1011.756,54000.000
49185.468,2311.662,1.818,0.131,380401153.167,56022058.709,-147.834,1011.370,55000.000
51003.817,2442.411,1.851,0.136,380253318.867,57033428.581,-150.502,1010.977,56000.000
52854.983,2577.994,1.884,0.141,380102816.461,58044405.485,-153.169,1010.577,57000.000
54738.954,2718.498,1.917,0.146,379949647.014,59054982.328,-155.835,1010.170,58000.000
56655.716,2864.010,1.950,0.151,379793811.607,60065152.021,-158.500,1009.755,59000.000
58605.256,3014.617,1.982,0.156,379635311.342,61074907.479,-161.164,1009.334,60000.000
60587.559,3170.406,2.015,0.161,379474147.336,62084241.619,-163.827,1008.906,61000.000
62602.612,3331.464,2.048,0.166,379310320.730,63093147.360,-166.488,1008.470,62000.000
64650.400,3497.878,2.081,0.172,379143832.679,64101617.625,-169.148,1008.028,63000.000
66730.910,3669.736,2.113,0.177,378974684.359,65109645.341,-171.807,1007.578,64000.000
68844.126,3847.124,2.146,0.183,378802876.964,66117223.436,-174.465,1007.121,65000.000
70990.033,4030.130,2.179,0.189,378628411.706,67124344.844,-177.122,1006.658,66000.000
73168.617,4218.839,2.211,0.195,378451289.818,68131002.499,-179.777,1006.187,67000.000
75379.862,4413.340,2.244,0.200,378271512.548,69137189.340,-182.431,1005.709,68000.000
77623.752,4613.718,2.277,0.206,378089081.165,70142898.310,-185.084,1005.224,69000.000
79900.272,4820.061,2.309,0.212,377903996.957,71148122.354,-187.736,1004.732,70000.000
82209.405,5032.455,2.342,0.219,377716261.230,72152854.420,-190.386,1004.233,71000.000
84551.135,5250.987,2.374,0.225,377525875.307,73157087.461,-193.035,1003.727,72000.000
86925.446,5475.744,2.407,0.231,377332840.532,74160814.434,-195.682,1003.214,73000.000
89332.321,5706.812,2.439,0.237,377137158.266,75164028.296,-198.328,1002.694,74000.000
91771.743,5944.277,2.472,0.244,376938829.889,76166722.012,-200.973,1002.167,75000.000
94243.694,6188.227,2.504,0.251,376737856.799,77168888.547,-203.616,1001.632,76000.000
96748.158,6438.748,2.537,0.257,376534240.415,78170520.873,-206.258,1001.091,77000.000
99285.116,6695.925,2.569,0.264,376327982.172,79171611.963,-208.899,1000.543,78000.000
101854.552,6959.847,2.602,0.271,376119083.523,80172154.795,-211.538,999.988,79000.000
104456.445,7230.598,2.634,0.278,375907545.942,81172142.351,-214.175,999.425,80000.000
107090.780,7508.265,2.667,0.285,375693370.920,82171567.616,-216.811,998.856,81000.000
109757.535,7792.935,2.699,0.292,375476559.967,83170423.580,-219.445,998.280,82000.000
112456.694,8084.693,2.732,0.299,375257114.610,84168703.237,-222.078,997.696,83000.000
115188.237,8383.626,2.764,0.306,375035036.398,85166399.583,-224.710,997.106,84000.000
117952.144,8689.819,2.796,0.314,374810326.894,86163505.621,-227.339,996.509,85000.000
120748.397,9003.360,2.829,0.321,374582987.683,87160014.355,-229.967,995.904,86000.000
123576.975,9324.333,2.861,0.328,374353020.366,88155918.798,-232.594,995.293,87000.000
126437.858,9652.825,2.893,0.336,374120426.565,89151211.961,-235.219,994.675,88000.000
129331.027,9988.921,2.925,0.344,373885207.918,90145886.864,-237.842,994.050,89000.000
132256.461,10332.708,2.958,0.352,373647366.082,91139936.529,-240.463,993.417,90000.000
135214.139,10684.270,2.990,0.359,373406902.734,92133353.984,-243.083,992.778,91000.000
138204.041,11043.695,3.022,0.367,373163819.568,93126132.260,-245.701,992.132,92000.000
141226.145,11411.067,3.054,0.375,372918118.296,94118264.393,-248.318,991.479,93000.000
144280.431,11786.472,3.086,0.384,372669800.649,95109743.423,-250.932,990.819,94000.000
147366.876,12169.996,3.119,0.392,372418868.377,96100562.396,-253.545,990.152,95000.000
150485.459,12561.724,3.151,0.400,372165323.247,97090714.362,-256.156,989.478,96000.000
153636.158,12961.742,3.183,0.408,371909167.045,98080192.373,-258.765,988.797,97000.000
156818.951,13370.135,3.215,0.417,371650401.576,99068989.490,-261.373,988.109,98000.000
160033.815,13786.987,3.247,0.425,371389028.663,100057098.777,-263.979,987.415,99000.000
163280.727,14212.386,3.279,0.434,371125050.146,101044513.301,-266.582,986.713,100000.000
166559.666,14646.415,3.311,0.443,370858467.884,102031226.137,-269.184,986.004,101000.000
169870.607,15089.160,3.343,0.452,370589283.756,103017230.362,-271.784,985.289,102000.000
173213.528,15540.706,3.375,0.460,370317499.657,104002519.060,-274.382,984.566,103000.000
176588.405,16001.137,3.407,0.469,370043117.502,104987085.319,-276.978,983.837,104000.000
179995.213,16470.540,3.439,0.478,369766139.222,105970922.232,-279.572,983.101,105000.000
183433.930,16948.998,3.471,0.488,369486566.768,106954022.899,-282.165,982.358,106000.000
186904.531,17436.597,3.502,0.497,369204402.109,107936380.421,-284.755,981.607,107000.000
190406.991,17933.422,3.534,0.506,368919647.233,108917987.908,-287.343,980.851,108000.000
193941.286,18439.556,3.566,0.516,368632304.143,109898838.474,-289.929,980.087,109000.000
197507.391,18955.085,3.598,0.525,368342374.865,110878925.238,-292.513,979.316,110000.000
201105.281,19480.094,3.630,0.535,368049861.439,111858241.324,-295.096,978.539,111000.000
204734.930,20014.666,3.661,0.544,367754765.925,112836779.863,-297.676,977.754,112000.000
208396.313,20558.886,3.693,0.554,367457090.401,113814533.989,-300.253,976.963,113000.000
212089.404,21112.839,3.725,0.564,367156836.963,114791496.844,-302.829,976.165,114000.000
215814.177,21676.609,3.756,0.574,366854007.725,115767661.573,-305.403,975.360,115000.000
219570.606,22250.280,3.788,0.584,366548604.819,116743021.329,-307.974,974.548,116000.000
223358.665,22833.936,3.820,0.594,366240630.396,117717569.269,-310.544,973.729,117000.000
227178.326,23427.662,3.851,0.604,365930086.625,118691298.555,-313.111,972.904,118000.000
231029.564,24031.541,3.883,0.614,365616975.691,119664202.357,-315.676,972.071,119000.000
234912.350,24645.657,3.914,0.624,365301299.799,120636273.850,-318.239,971.232,120000.000
238826.657,25270.095,3.946,0.635,364983061.172,121607506.213,-320.799,970.386,121000.000
242772.458,25904.937,3.977,0.645,364662262.051,122577892.633,-323.357,969.534,122000.000
246749.726,26550.269,4.009,0.656,364338904.693,123547426.302,-325.913,968.674,123000.000
250758.431,27206.172,4.040,0.667,364012991.376,124516100.418,-328.467,967.808,124000.000
254798.546,27872.732,4.071,0.677,363684524.394,125483908.184,-331.018,966.935,125000.000
258870.043,28550.031,4.103,0.688,363353506.059,126450842.812,-333.567,966.055,126000.000
262972.892,29238.154,4.134,0.699,363019938.703,127416897.516,-336.114,965.168,127000.000
267107.066,29937.182,4.165,0.710,362683824.672,128382065.520,-338.658,964.275,128000.000
271272.534,30647.200,4.197,0.721,362345166.335,129346340.051,-341.200,963.374,129000.000
275469.267,31368.292,4.228,0.732,362003966.075,130309714.344,-343.740,962.467,130000.000
279697.237,32100.539,4.259,0.743,361660226.294,131272181.641,-346.277,961.554,131000.000
283956.412,32844.025,4.290,0.755,361313949.412,132233735.187,-348.812,960.633,132000.000
288246.764,33598.833,4.321,0.766,360965137.866,133194368.238,-351.344,959.706,133000.000
292568.261,34365.046,4.353,0.778,360613794.114,134154074.052,-353.873,958.772,134000.000
296920.874,35142.747,4.384,0.789,360259920.627,135112845.897,-356.401,957.831,135000.000
301304.572,35932.018,4.415,0.801,359903519.898,136070677.045,-358.925,956.884,136000.000
305719.324,36732.942,4.446,0.813,359544594.435,137027560.775,-361.448,955.930,137000.000
310165.099,37545.603,4.477,0.824,359183146.765,137983490.374,-363.967,954.969,138000.000
314641.866,38370.081,4.508,0.836,358819179.434,138938459.134,-366.484,954.001,139000.000
319149.592,39206.460,4.539,0.848,358452695.002,139892460.355,-368.999,953.027,140000.000
323688.247,40054.822,4.570,0.860,358083696.051,140845487.343,-371.511,952.046,141000.000
328257.799,40915.249,4.600,0.873,357712185.179,141797533.411,-374.020,951.058,142000.000
332858.214,41787.824,4.631,0.885,357338164.999,142748591.878,-376.527,950.064,143000.000
337489.462,42672.628,4.662,0.897,356961638.147,143698656.071,-379.031,949.063,144000.000
342151.509,43569.744,4.693,0.910,356582607.272,144647719.324,-381.532,948.056,145000.000
346844.322,44479.253,4.724,0.922,356201075.044,145595774.977,-384.031,947.041,146000.000
351567.868,45401.237,4.754,0.935,355817044.147,146542816.378,-386.527,946.021,147000.000
356322.115,46335.778,4.785,0.947,355430517.286,147488836.880,-389.020,944.993,148000.000
361107.028,47282.958,4.816,0.960,355041497.183,148433829.847,-391.511,943.959,149000.000
365922.575,48242.858,4.846,0.973,354649986.575,149377788.646,-393.998,942.918,150000.000
370768.720,49215.560,4.877,0.986,354255988.220,150320706.654,-396.483,941.871,151000.000
375645.431,50201.144,4.907,0.999,353859504.891,151262577.253,-398.966,940.817,152000.000
380552.672,51199.693,4.938,1.012,353460539.379,152203393.835,-401.445,939.756,153000.000
385490.409,52211.288,4.968,1.025,353059094.494,153143149.798,-403.921,938.689,154000.000
390458.607,53236.009,4.999,1.038,352655173.062,154081838.546,-406.395,937.615,155000.000
395457.232,54273.938,5.029,1.051,352248777.928,155019453.492,-408.866,936.535,156000.000
400486.248,55325.155,5.059,1.065,351839911.951,155955988.057,-411.334,935.448,157000.000
405545.620,56389.742,5.090,1.078,351428578.011,156891435.667,-413.799,934.354,158000.000
410635.311,57467.779,5.120,1.092,351014779.005,157825789.760,-416.261,933.254,159000.000
415755.288,58559.347,5.150,1.105,350598517.845,158759043.776,-418.720,932.147,160000.000
420905.512,59664.526,5.180,1.119,350179797.462,159691191.167,-421.177,931.034,161000.000
426085.948,60783.397,5.211,1.133,349758620.805,160622225.391,-423.630,929.915,162000.000
431296.560,61916.041,5.241,1.146,349334990.840,161552139.914,-426.080,928.788,163000.000
436537.310,63062.537,5.271,1.160,348908910.549,162480928.210,-428.528,927.656,164000.000
441808.163,64222.965,5.301,1.174,348480382.932,163408583.759,-430.972,926.516,165000.000
447109.080,65397.406,5.331,1.189,348049411.007,164335100.053,-433.413,925.371,166000.000
452440.024,66585.940,5.361,1.203,347615997.809,165260470.588,-435.851,924.218,167000.000
457800.959,67788.647,5.391,1.217,347180146.388,166184688.869,-438.287,923.060,168000.000
463191.845,69005.606,5.421,1.231,346741859.816,167107748.411,-440.719,921.894,169000.000
468612.646,70236.897,5.451,1.246,346301141.177,168029642.734,-443.148,920.723,170000.000
474063.323,71482.600,5.481,1.260,345857993.576,168950365.368,-445.573,919.544,171000.000
479543.838,72742.794,5.510,1.275,345412420.132,169869909.851,-447.996,918.360,172000.000
485054.151,74017.558,5.540,1.289,344964423.984,170788269.729,-450.416,917.169,173000.000
490594.225,75306.973,5.570,1.304,344514008.287,171705438.555,-452.832,915.971,174000.000
496164.020,76611.116,5.599,1.319,344061176.212,172621409.894,-455.245,914.767,175000.000
501763.498,77930.067,5.629,1.334,343605930.949,173536177.314,-457.655,913.557,176000.000
507392.617,79263.906,5.659,1.349,343148275.703,174449734.396,-460.062,912.340,177000.000
513051.340,80612.710,5.688,1.364,342688213.698,175362074.728,-462.466,911.117,178000.000
518739.625,81976.559,5.718,1.379,342225748.174,176273191.905,-464.866,909.888,179000.000
524457.434,83355.532,5.747,1.394,341760882.388,177183079.532,-467.263,908.652,180000.000
530204.726,84749.706,5.777,1.409,341293619.613,178091731.222,-469.656,907.409,181000.000
535981.459,86159.161,5.806,1.425,340823963.141,178999140.597,-472.047,906.161,182000.000
541787.595,87583.974,5.835,1.440,340351916.280,179905301.288,-474.434,904.906,183000.000
547623.091,89024.225,5.865,1.456,339877482.354,180810206.933,-476.818,903.644,184000.000
553487.906,90479.990,5.894,1.471,339400664.706,181713851.181,-479.198,902.377,185000.000
559382.000,91951.349,5.923,1.487,338921466.693,182616227.688,-481.575,901.102,186000.000
565305.331,93438.378,5.953,1.503,338439891.691,183517330.120,-483.949,899.822,187000.000
571257.856,94941.156,5.982,1.519,337955943.092,184417152.152,-486.319,898.535,188000.000
577239.535,96459.761,6.011,1.535,337469624.306,185315687.466,-488.686,897.242,189000.000
583250.325,97994.270,6.040,1.550,336980938.756,186212929.755,-491.049,895.943,190000.000
589290.183,99544.761,6.069,1.567,336489889.887,187108872.720,-493.409,894.637,191000.000
595359.067,101111.310,6.098,1.583,335996481.158,188003510.072,-495.765,893.325,192000.000
601456.935,102693.996,6.127,1.599,335500716.043,188896835.529,-498.118,892.007,193000.000
607583.743,104292.895,6.156,1.615,335002598.036,189788842.822,-500.467,890.683,194000.000
613739.449,105908.084,6.185,1.632,334502130.645,190679525.687,-502.813,889.352,195000.000
619924.008,107539.641,6.213,1.648,333999317.397,191568877.871,-505.156,888.015,196000.000
626137.377,109187.642,6.242,1.665,333494161.834,192456893.131,-507.494,886.672,197000.000
632379.513,110852.163,6.271,1.681,332986667.514,193343565.233,-509.830,885.323,198000.000
638650.372,112533.282,6.300,1.698,332476838.014,194228887.951,-512.161,883.967,199000.000
644949.908,114231.074,6.328,1.715,331964676.925,195112855.070,-514.489,882.605,200000.000
651278.079,115945.617,6.357,1.731,331450187.856,195995460.383,-516.813,881.237,201000.000
657634.839,117676.985,6.385,1.748,330933374.432,196876697.695,-519.134,879.863,202000.000
664020.144,119425.257,6.414,1.765,330414240.295,197756560.817,-521.451,878.483,203000.000
670433.948,121190.506,6.442,1.782,329892789.101,198635043.573,-523.765,877.096,204000.000
676876.207,122972.810,6.471,1.799,329369024.526,199512139.794,-526.074,875.704,205000.000
683346.875,124772.244,6.499,1.817,328842950.260,200387843.322,-528.380,874.305,206000.000
689845.906,126588.883,6.527,1.834,328314570.011,201262148.009,-530.683,872.900,207000.000
696373.254,128422.804,6.556,1.851,327783887.501,202135047.715,-532.981,871.489,208000.000
702928.875,130274.081,6.584,1.869,327250906.471,203006536.313,-535.276,870.071,209000.000
709512.720,132142.790,6.612,1.886,326715630.676,203876607.683,-537.567,868.648,210000.000
716124.745,134029.006,6.640,1.904,326178063.888,204745255.715,-539.854,867.219,211000.000
722764.902,135932.804,6.668,1.921,325638209.897,205612474.310,-542.137,865.783,212000.000
729433.145,137854.258,6.696,1.939,325096072.507,206478257.379,-544.417,864.341,213000.000
736129.426,139793.445,6.724,1.957,324551655.539,207342598.843,-546.693,862.894,214000.000
742853.699,141750.437,6.752,1.975,324004962.829,208205492.632,-548.965,861.440,215000.000
749605.916,143725.311,6.780,1.993,323455998.231,209066932.688,-551.233,859.980,216000.000
756386.029,145718.139,6.808,2.011,322904765.615,209926912.960,-553.497,858.514,217000.000
763193.991,147728.997,6.836,2.029,322351268.865,210785427.411,-555.757,857.043,218000.000
770029.753,149757.959,6.864,2.047,321795511.884,211642470.012,-558.013,855.565,219000.000
776893.268,151805.098,6.891,2.065,321237498.588,212498034.745,-560.266,854.081,220000.000
783784.487,153870.489,6.919,2.084,320677232.910,213352115.601,-562.514,852.591,221000.000
790703.362,155954.205,6.946,2.102,320114718.802,214204706.582,-564.759,851.095,222000.000
797649.843,158056.320,6.974,2.121,319549960.227,215055801.703,-566.999,849.593,223000.000
804623.882,160176.908,7.002,2.139,318982961.168,215905394.985,-569.236,848.085,224000.000
811625.430,162316.041,7.029,2.158,318413725.621,216753480.463,-571.468,846.572,225000.000
818654.437,164473.794,7.056,2.176,317842257.599,217600052.181,-573.696,845.052,226000.000
825710.853,166650.239,7.084,2.195,317268561.132,218445104.194,-575.921,843.526,227000.000
832794.630,168845.449,7.111,2.214,316692640.264,219288630.566,-578.141,841.995,228000.000
839905.716,171059.497,7.138,2.233,316114499.056,220130625.375,-580.357,840.457,229000.000
847044.063,173292.456,7.166,2.252,315534141.584,220971082.706,-582.570,838.914,230000.000
854209.618,175544.398,7.193,2.271,314951571.940,221809996.658,-584.778,837.365,231000.000
861402.333,177815.397,7.220,2.290,314366794.232,222647361.339,-586.982,835.810,232000.000
868622.157,180105.523,7.247,2.309,313779812.584,223483170.868,-589.181,834.249,233000.000
875869.037,182414.850,7.274,2.329,313190631.134,224317419.375,-591.377,832.682,234000.000
883142.924,184743.450,7.301,2.348,312599254.037,225150101.000,-593.569,831.109,235000.000
890443.766,187091.394,7.328,2.367,312005685.464,225981209.896,-595.756,829.530,236000.000
897771.511,189458.754,7.355,2.387,311409929.600,226810740.226,-597.939,827.946,237000.000
905126.108,191845.602,7.381,2.406,310811990.648,227638686.163,-600.118,826.356,238000.000
912507.505,194252.010,7.408,2.426,310211872.823,228465041.893,-602.292,824.760,239000.000
919915.650,196678.048,7.435,2.446,309609580.358,229289801.611,-604.463,823.158,240000.000
927350.490,199123.788,7.461,2.466,309005117.502,230112959.525,-606.629,821.550,241000.000
934811.974,201589.302,7.488,2.485,308398488.517,230934509.853,-608.791,819.937,242000.000
942300.048,204074.659,7.515,2.505,307789697.682,231754446.824,-610.948,818.318,243000.000
949814.660,206579.932,7.541,2.525,307178749.292,232572764.681,-613.102,816.693,244000.000
957355.757,209105.190,7.568,2.545,306565647.656,233389457.675,-615.251,815.062,245000.000
964923.285,211650.505,7.594,2.565,305950397.098,234204520.069,-617.395,813.426,246000.000
972517.192,214215.946,7.620,2.586,305333001.959,235017946.140,-619.535,811.784,247000.000
980137.423,216801.584,7.647,2.606,304713466.595,235829730.172,-621.671,810.136,248000.000
987783.925,219407.489,7.673,2.626,304091795.374,236639866.466,-623.803,808.483,249000.000
995456.643,222033.732,7.699,2.647,303467992.684,237448349.329,-625.930,806.824,250000.000
1003155.525,224680.381,7.725,2.667,302842062.925,238255173.083,-628.052,805.159,251000.000
1010880.515,227347.506,7.751,2.688,302214010.513,239060332.061,-630.171,803.489,252000.000
1018631.559,230035.178,7.777,2.708,301583839.880,239863820.607,-632.284,801.812,253000.000
1026408.602,232743.466,7.803,2.729,300951555.471,240665633.077,-634.394,800.131,254000.000
1034211.590,235472.438,7.829,2.750,300317161.748,241465763.839,-636.499,798.443,255000.000
1042040.467,238222.164,7.855,2.771,299680663.188,242264207.272,-638.599,796.750,256000.000
1049895.177,240992.714,7.880,2.791,299042064.281,243060957.769,-640.695,795.052,257000.000
1057775.667,243784.155,7.906,2.812,298401369.533,243856009.731,-642.786,793.348,258000.000
1065681.880,246596.556,7.932,2.833,297758583.466,244649357.575,-644.873,791.638,259000.000
1073613.760,249429.987,7.957,2.855,297113710.617,245440995.728,-646.955,789.923,260000.000
1081571.251,252284.515,7.983,2.876,296466755.535,246230918.627,-649.033,788.202,261000.000
1089554.297,255160.209,8.009,2.897,295817722.787,247019120.725,-651.106,786.476,262000.000
1097562.842,258057.137,8.034,2.918,295166616.953,247805596.485,-653.174,784.744,263000.000
1105596.830,260975.366,8.059,2.940,294513442.628,248590340.381,-655.238,783.007,264000.000
1113656.202,263914.965,8.085,2.961,293858204.423,249373346.901,-657.297,781.264,265000.000
1121740.904,266876.001,8.110,2.983,293200906.963,250154610.545,-659.352,779.515,266000.000
1129850.877,269858.542,8.135,3.004,292541554.887,250934125.824,-661.402,777.761,267000.000
1137986.065,272862.655,8.160,3.026,291880152.848,251711887.263,-663.447,776.002,268000.000
1146146.409,275888.407,8.185,3.047,291216705.517,252487889.396,-665.488,774.237,269000.000
1154331.853,278935.866,8.210,3.069,290551217.575,253262126.774,-667.524,772.467,270000.000
1162542.338,282005.098,8.235,3.091,289883693.722,254034593.958,-669.555,770.692,271000.000
1170777.807,285096.170,8.260,3.113,289214138.669,254805285.519,-671.582,768.911,272000.000
1179038.201,288209.149,8.285,3.135,288542557.144,255574196.045,-673.603,767.124,273000.000
1187323.463,291344.100,8.310,3.157,287868953.887,256341320.134,-675.620,765.332,274000.000
1195633.533,294501.091,8.335,3.179,287193333.655,257106652.396,-677.632,763.535,275000.000
1203968.353,297680.187,8.360,3.201,286515701.217,257870187.454,-679.640,761.732,276000.000
1212327.864,300881.455,8.384,3.224,285836061.359,258631919.946,-681.642,759.925,277000.000
1220712.007,304104.960,8.409,3.246,285154418.879,259391844.520,-683.640,758.111,278000.000
1229120.723,307350.768,8.433,3.268,284470778.590,260149955.836,-685.633,756.293,279000.000
1237553.952,310618.944,8.458,3.291,283785145.320,260906248.569,-687.621,754.469,280000.000
1246011.636,313909.554,8.482,3.313,283097523.910,261660717.406,-689.605,752.640,281000.000
1254493.713,317222.663,8.506,3.336,282407919.216,262413357.046,-691.583,750.805,282000.000
1263000.125,320558.336,8.531,3.358,281716336.108,263164162.202,-693.557,748.965,283000.000
1271530.812,323916.638,8.555,3.381,281022779.471,263913127.600,-695.525,747.120,284000.000
1280085.712,327297.633,8.579,3.404,280327254.203,264660247.977,-697.489,745.270,285000.000
1288664.766,330701.387,8.603,3.427,279629765.215,265405518.084,-699.448,743.415,286000.000
1297267.913,334127.963,8.627,3.449,278930317.435,266148932.687,-701.402,741.554,287000.000
1305895.092,337577.426,8.651,3.472,278228915.802,266890486.561,-703.351,739.688,288000.000
1314546.242,341049.839,8.675,3.495,277525565.272,267630174.498,-705.294,737.817,289000.000
1323221.302,344545.268,8.699,3.519,276820270.811,268367991.301,-707.233,735.940,290000.000
1331920.212,348063.775,8.723,3.542,276113037.403,269103931.785,-709.167,734.059,291000.000
1340642.908,351605.424,8.746,3.565,275403870.043,269837990.782,-711.096,732.172,292000.000
1349389.331,355170.279,8.770,3.588,274692773.741,270570163.134,-713.020,730.281,293000.000
1358159.418,358758.403,8.794,3.611,273979753.521,271300443.697,-714.939,728.384,294000.000
1366953.106,362369.859,8.817,3.635,273264814.420,272028827.340,-716.853,726.482,295000.000
1375770.335,366004.709,8.841,3.658,272547961.490,272755308.947,-718.762,724.574,296000.000
1384611.041,369663.017,8.864,3.682,271829199.794,273479883.413,-720.665,722.662,297000.000
1393475.163,373344.846,8.887,3.705,271108534.412,274202545.649,-722.564,720.745,298000.000
1402362.637,377050.257,8.911,3.729,270385970.435,274923290.576,-724.457,718.823,299000.000
1411273.401,380779.313,8.934,3.753,269661512.970,275642113.132,-726.346,716.895,300000.000
1420207.391,384532.076,8.957,3.777,268935167.135,276359008.267,-728.229,714.963,301000.000
1429164.545,388308.609,8.980,3.800,268206938.063,277073970.944,-730.107,713.025,302000.000
1438144.800,392108.972,9.003,3.824,267476830.901,277786996.140,-731.980,711.083,303000.000
1447148.091,395933.228,9.026,3.848,266744850.807,278498078.846,-733.848,709.135,304000.000
1456174.356,399781.437,9.049,3.872,266011002.956,279207214.066,-735.710,707.183,305000.000
1465223.530,403653.662,9.072,3.896,265275292.533,279914396.819,-737.568,705.225,306000.000
1474295.550,407549.963,9.095,3.920,264537724.739,280619622.137,-739.420,703.263,307000.000
1483390.351,411470.401,9.118,3.945,263798304.786,281322885.065,-741.267,701.296,308000.000
1492507.869,415415.037,9.140,3.969,263057037.900,282024180.662,-743.109,699.323,309000.000
1501648.040,419383.932,9.163,3.993,262313929.322,282723504.001,-744.945,697.346,310000.000
1510810.799,423377.146,9.185,4.018,261568984.304,283420850.171,-746.776,695.364,311000.000
1519996.081,427394.739,9.208,4.042,260822208.113,284116214.272,-748.602,693.377,312000.000
1529203.821,431436.772,9.230,4.067,260073606.026,284809591.418,-750.423,691.385,313000.000
