Erde_x, Erde_y, Erde_v_x, Erde_v_y, Mond_x, Mond_y, Mond_v_x, Mond_v_y, Zeit
9372259.136,14869061.629,-0.208,24.853,-377577681.201,5260643.674,16.922,-998.570,1188000.000
9372050.994,14893914.461,-0.241,24.852,-377560758.974,4262073.963,19.582,-998.504,1189000.000
9371810.137,14918766.480,-0.274,24.851,-377541176.982,3263570.297,22.241,-998.431,1190000.000
9371536.569,14943617.601,-0.306,24.850,-377518935.539,2265139.705,24.901,-998.350,1191000.000
9371230.294,14968467.736,-0.339,24.849,-377494034.980,1266789.215,27.559,-998.263,1192000.000
9370891.317,14993316.799,-0.372,24.848,-377466475.661,268525.854,30.218,-998.169,1193000.000
9370519.642,15018164.704,-0.404,24.847,-377436257.953,-729643.355,32.876,-998.068,1194000.000
9370115.274,15043011.365,-0.437,24.845,-377403382.247,-1727711.389,35.533,-997.960,1195000.000
9369678.217,15067856.696,-0.470,24.844,-377367848.954,-2725671.226,38.190,-997.845,1196000.000
9369208.478,15092700.608,-0.502,24.842,-377329658.502,-3723515.847,40.847,-997.722,1197000.000
9368706.061,15117543.018,-0.535,24.841,-377288811.338,-4721238.234,43.503,-997.593,1198000.000
9368170.973,15142383.838,-0.568,24.839,-377245307.928,-5718831.373,46.159,-997.457,1199000.000
9367603.219,15167222.982,-0.600,24.837,-377199148.758,-6716288.248,48.814,-997.314,1200000.000
9367002.806,15192060.363,-0.633,24.836,-377150334.329,-7713601.849,51.469,-997.163,1201000.000
9366369.740,15216895.896,-0.666,24.834,-377098865.165,-8710765.166,54.123,-997.006,1202000.000
9365704.027,15241729.494,-0.698,24.832,-377044741.806,-9707771.190,56.777,-996.842,1203000.000
9365005.675,15266561.072,-0.731,24.829,-376987964.811,-10704612.917,59.430,-996.670,1204000.000
9364274.691,15291390.542,-0.764,24.827,-376928534.759,-11701283.343,62.083,-996.492,1205000.000
9363511.081,15316217.820,-0.796,24.825,-376866452.245,-12697775.467,64.734,-996.307,1206000.000
9362714.854,15341042.818,-0.829,24.823,-376801717.885,-13694082.290,67.386,-996.115,1207000.000
9361886.018,15365865.451,-0.861,24.820,-376734332.312,-14690196.815,70.036,-995.915,1208000.000
9361024.579,15390685.632,-0.894,24.818,-376664296.180,-15686112.049,72.686,-995.709,1209000.000
9360130.548,15415503.277,-0.927,24.815,-376591610.159,-16681821.000,75.335,-995.496,1210000.000
9359203.931,15440318.298,-0.959,24.812,-376516274.938,-17677316.678,77.984,-995.275,1211000.000
9358244.738,15465130.610,-0.992,24.810,-376438291.226,-18672592.096,80.631,-995.048,1212000.000
9357252.978,15489940.127,-1.024,24.807,-376357659.748,-19667640.271,83.278,-994.814,1213000.000
9356228.660,15514746.763,-1.057,24.804,-376274381.252,-20662454.221,85.925,-994.573,1214000.000
9355171.793,15539550.432,-1.089,24.801,-376188456.499,-21657026.967,88.570,-994.325,1215000.000
9354082.387,15564351.049,-1.122,24.797,-376099886.274,-22651351.533,91.215,-994.069,1216000.000
9352960.451,15589148.527,-1.154,24.794,-376008671.375,-23645420.946,93.859,-993.807,1217000.000
9351805.997,15613942.781,-1.187,24.791,-375914812.623,-24639228.234,96.502,-993.538,1218000.000
9350619.033,15638733.725,-1.219,24.788,-375818310.855,-25632766.431,99.144,-993.262,1219000.000
9349399.572,15663521.274,-1.252,24.784,-375719166.927,-26626028.572,101.785,-992.979,1220000.000
9348147.623,15688305.342,-1.284,24.781,-375617381.716,-27619007.694,104.426,-992.689,1221000.000
9346863.197,15713085.843,-1.317,24.777,-375512956.112,-28611696.840,107.065,-992.392,1222000.000
9345546.306,15737862.692,-1.349,24.773,-375405891.029,-29604089.053,109.704,-992.088,1223000.000
9344196.960,15762635.803,-1.382,24.769,-375296187.396,-30596177.381,112.341,-991.777,1224000.000
9342815.173,15787405.091,-1.414,24.765,-375183846.162,-31587954.875,114.978,-991.460,1225000.000
9341400.955,15812170.470,-1.447,24.761,-375068868.293,-32579414.588,117.614,-991.135,1226000.000
9339954.319,15836931.855,-1.479,24.757,-374951254.776,-33570549.578,120.248,-990.803,1227000.000
9338475.277,15861689.161,-1.511,24.753,-374831006.614,-34561352.904,122.882,-990.465,1228000.000
9336963.842,15886442.302,-1.544,24.749,-374708124.828,-35551817.632,125.514,-990.119,1229000.000
9335420.026,15911191.193,-1.576,24.745,-374582610.460,-36541936.828,128.146,-989.767,1230000.000
9333843.843,15935935.748,-1.609,24.740,-374454464.568,-37531703.562,130.776,-989.407,1231000.000
9332235.305,15960675.884,-1.641,24.736,-374323688.230,-38521110.909,133.406,-989.041,1232000.000
9330594.427,15985411.513,-1.673,24.731,-374190282.541,-39510151.948,136.034,-988.668,1233000.000
9328921.221,16010142.552,-1.706,24.726,-374054248.614,-40498819.758,138.661,-988.288,1234000.000
9327215.703,16034868.916,-1.738,24.722,-373915587.583,-41487107.426,141.287,-987.901,1235000.000
9325477.885,16059590.518,-1.770,24.717,-373774300.597,-42475008.040,143.912,-987.507,1236000.000
9323707.783,16084307.275,-1.802,24.712,-373630388.825,-43462514.692,146.535,-987.106,1237000.000
9321905.411,16109019.101,-1.835,24.707,-373483853.454,-44449620.479,149.158,-986.698,1238000.000
9320070.783,16133725.912,-1.867,24.702,-373334695.689,-45436318.502,151.779,-986.283,1239000.000
9318203.915,16158427.623,-1.899,24.697,-373182916.755,-46422601.863,154.399,-985.862,1240000.000
9316304.823,16183124.148,-1.931,24.691,-373028517.891,-47408463.673,157.018,-985.433,1241000.000
9314373.521,16207815.404,-1.963,24.686,-372871500.360,-48393897.041,159.635,-984.998,1242000.000
9312410.025,16232501.305,-1.996,24.680,-372711865.437,-49378895.086,162.251,-984.556,1243000.000
9310414.352,16257181.767,-2.028,24.675,-372549614.421,-50363450.926,164.866,-984.107,1244000.000
9308386.517,16281856.705,-2.060,24.669,-372384748.625,-51347557.686,167.479,-983.651,1245000.000
9306326.537,16306526.036,-2.092,24.664,-372217269.381,-52331208.496,170.091,-983.188,1246000.000
9304234.428,16331189.673,-2.124,24.658,-372047178.041,-53314396.487,172.702,-982.718,1247000.000
9302110.208,16355847.534,-2.156,24.652,-371874475.974,-54297114.797,175.311,-982.242,1248000.000
9299953.893,16380499.533,-2.188,24.646,-371699164.566,-55279356.567,177.919,-981.758,1249000.000
9297765.500,16405145.587,-2.220,24.640,-371521245.223,-56261114.944,180.526,-981.268,1250000.000
9295545.048,16429785.611,-2.252,24.634,-371340719.367,-57242383.077,183.131,-980.771,1251000.000
9293292.554,16454419.520,-2.285,24.628,-371157588.441,-58223154.122,185.735,-980.267,1252000.000
9291008.035,16479047.231,-2.317,24.621,-370971853.902,-59203421.238,188.337,-979.756,1253000.000
9288691.510,16503668.660,-2.349,24.615,-370783517.230,-60183177.588,190.937,-979.239,1254000.000
9286342.998,16528283.723,-2.380,24.609,-370592579.918,-61162416.342,193.536,-978.714,1255000.000
9283962.517,16552892.335,-2.412,24.602,-370399043.480,-62141130.672,196.134,-978.183,1256000.000
9281550.085,16577494.412,-2.444,24.595,-370202909.448,-63119313.757,198.730,-977.645,1257000.000
9279105.722,16602089.872,-2.476,24.589,-370004179.371,-64096958.779,201.325,-977.100,1258000.000
9276629.448,16626678.630,-2.508,24.582,-369802854.815,-65074058.926,203.917,-976.548,1259000.000
9274121.281,16651260.602,-2.540,24.575,-369598937.368,-66050607.391,206.509,-975.990,1260000.000
9271581.242,16675835.705,-2.572,24.568,-369392428.630,-67026597.371,209.098,-975.425,1261000.000
9269009.349,16700403.855,-2.604,24.561,-369183330.224,-68002022.067,211.686,-974.853,1262000.000
9266405.625,16724964.968,-2.636,24.554,-368971643.789,-68976874.688,214.273,-974.274,1263000.000
9263770.088,16749518.961,-2.667,24.547,-368757370.980,-69951148.447,216.858,-973.688,1264000.000
9261102.759,16774065.751,-2.699,24.540,-368540513.474,-70924836.560,219.441,-973.096,1265000.000
9258403.660,16798605.255,-2.731,24.532,-368321072.961,-71897932.250,222.022,-972.496,1266000.000
9255672.811,16823137.388,-2.763,24.525,-368099051.154,-72870428.745,224.601,-971.891,1267000.000
9252910.234,16847662.068,-2.794,24.517,-367874449.779,-73842319.279,227.179,-971.278,1268000.000
9250115.950,16872179.211,-2.826,24.510,-367647270.582,-74813597.089,229.755,-970.658,1269000.000
9247289.980,16896688.735,-2.858,24.502,-367417515.328,-75784255.420,232.330,-970.032,1270000.000
9244432.347,16921190.557,-2.889,24.494,-367185185.798,-76754287.521,234.902,-969.399,1271000.000
9241543.073,16945684.593,-2.921,24.486,-366950283.791,-77723686.646,237.473,-968.759,1272000.000
9238622.180,16970170.760,-2.952,24.478,-366712811.123,-78692446.056,240.041,-968.113,1273000.000
9235669.690,16994648.976,-2.984,24.470,-366472769.630,-79660559.017,242.608,-967.460,1274000.000
9232685.627,17019119.158,-3.016,24.462,-366230161.164,-80628018.798,245.174,-966.800,1275000.000
9229670.014,17043581.224,-3.047,24.454,-365984987.594,-81594818.678,247.737,-966.133,1276000.000
9226622.873,17068035.090,-3.079,24.446,-365737250.808,-82560951.939,250.298,-965.460,1277000.000
9223544.228,17092480.674,-3.110,24.437,-365486952.712,-83526411.870,252.857,-964.780,1278000.000
9220434.103,17116917.893,-3.142,24.429,-365234095.228,-84491191.763,255.415,-964.093,1279000.000
9217292.521,17141346.666,-3.173,24.420,-364978680.297,-85455284.920,257.970,-963.400,1280000.000
9214119.508,17165766.910,-3.204,24.412,-364720709.876,-86418684.645,260.524,-962.700,1281000.000
9210915.086,17190178.542,-3.236,24.403,-364460185.941,-87381384.251,263.075,-961.993,1282000.000
9207679.281,17214581.481,-3.267,24.394,-364197110.485,-88343377.055,265.625,-961.279,1283000.000
9204412.117,17238975.644,-3.298,24.385,-363931485.519,-89304656.381,268.172,-960.559,1284000.000
9201113.619,17263360.950,-3.330,24.376,-363663313.071,-90265215.557,270.718,-959.832,1285000.000
9197783.813,17287737.315,-3.361,24.367,-363392595.186,-91225047.921,273.261,-959.099,1286000.000
9194422.723,17312104.659,-3.392,24.358,-363119333.928,-92184146.813,275.803,-958.359,1287000.000
9191030.376,17336462.899,-3.424,24.349,-362843531.376,-93142505.582,278.342,-957.612,1288000.000
9187606.796,17360811.955,-3.455,24.340,-362565189.629,-94100117.582,280.879,-956.859,1289000.000
9184152.011,17385151.743,-3.486,24.330,-362284310.802,-95056976.173,283.414,-956.099,1290000.000
9180666.046,17409482.183,-3.517,24.321,-362000897.027,-96013074.723,285.947,-955.332,1291000.000
9177148.928,17433803.193,-3.548,24.311,-361714950.455,-96968406.604,288.477,-954.559,1292000.000
9173600.684,17458114.691,-3.579,24.302,-361426473.252,-97922965.197,291.006,-953.779,1293000.000
9170021.340,17482416.597,-3.610,24.292,-361135467.604,-98876743.887,293.532,-952.992,1294000.000
9166410.923,17506708.829,-3.641,24.282,-360841935.712,-99829736.066,296.056,-952.199,1295000.000
9162769.461,17530991.306,-3.672,24.273,-360545879.796,-100781935.135,298.578,-951.399,1296000.000
9159096.981,17555263.946,-3.703,24.263,-360247302.092,-101733334.498,301.097,-950.593,1297000.000
9155393.512,17579526.669,-3.734,24.253,-359946204.853,-102683927.568,303.615,-949.780,1298000.000
9151659.080,17603779.394,-3.765,24.243,-359642590.351,-103633707.765,306.129,-948.961,1299000.000
9147893.714,17628022.040,-3.796,24.232,-359336460.874,-104582668.513,308.642,-948.135,1300000.000
9144097.442,17652254.525,-3.827,24.222,-359027818.726,-105530803.246,311.152,-947.302,1301000.000
9140270.294,17676476.770,-3.858,24.212,-358716666.231,-106478105.402,313.661,-946.463,1302000.000
9136412.297,17700688.694,-3.889,24.202,-358403005.727,-107424568.429,316.166,-945.617,1303000.000
9132523.481,17724890.216,-3.920,24.191,-358086839.573,-108370185.778,318.669,-944.765,1304000.000
9128603.874,17749081.256,-3.950,24.180,-357768170.140,-109314950.911,321.170,-943.906,1305000.000
9124653.507,17773261.733,-3.981,24.170,-357446999.820,-110258857.293,323.669,-943.041,1306000.000
9120672.409,17797431.568,-4.012,24.159,-357123331.021,-111201898.401,326.165,-942.169,1307000.000
9116660.610,17821590.679,-4.042,24.148,-356797166.168,-112144067.713,328.658,-941.291,1308000.000
9112618.139,17845738.988,-4.073,24.137,-356468507.701,-113085358.720,331.150,-940.406,1309000.000
9108545.028,17869876.413,-4.104,24.126,-356137358.082,-114025764.916,333.638,-939.515,1310000.000
9104441.306,17894002.876,-4.134,24.115,-355803719.784,-114965279.804,336.124,-938.617,1311000.000
9100307.004,17918118.295,-4.165,24.104,-355467595.301,-115903896.894,338.608,-937.713,1312000.000
9096142.153,17942222.592,-4.195,24.093,-355128987.142,-116841609.704,341.089,-936.802,1313000.000
9091946.784,17966315.687,-4.226,24.082,-354787897.834,-117778411.757,343.568,-935.885,1314000.000
9087720.929,17990397.500,-4.256,24.070,-354444329.919,-118714296.587,346.044,-934.961,1315000.000
9083464.618,18014467.951,-4.287,24.059,-354098285.959,-119649257.732,348.517,-934.031,1316000.000
9079177.884,18038526.962,-4.317,24.047,-353749768.531,-120583288.739,350.988,-933.094,1317000.000
9074860.759,18062574.454,-4.347,24.036,-353398780.227,-121516383.164,353.457,-932.151,1318000.000
9070513.274,18086610.346,-4.378,24.024,-353045323.658,-122448534.567,355.922,-931.202,1319000.000
9066135.462,18110634.560,-4.408,24.012,-352689401.453,-123379736.520,358.385,-930.246,1320000.000
9061727.355,18134647.017,-4.438,24.001,-352331016.254,-124309982.598,360.846,-929.284,1321000.000
9057288.986,18158647.637,-4.469,23.989,-351970170.722,-125239266.387,363.303,-928.315,1322000.000
9052820.389,18182636.343,-4.499,23.977,-351606867.535,-126167581.480,365.758,-927.340,1323000.000
9048321.595,18206613.055,-4.529,23.965,-351241109.387,-127094921.478,368.210,-926.359,1324000.000
9043792.639,18230577.695,-4.559,23.952,-350872898.989,-128021279.988,370.660,-925.371,1325000.000
9039233.555,18254530.185,-4.589,23.940,-350502239.067,-128946650.627,373.107,-924.376,1326000.000
9034644.375,18278470.445,-4.619,23.928,-350129132.366,-129871027.019,375.551,-923.376,1327000.000
9030025.134,18302398.398,-4.649,23.916,-349753581.645,-130794402.796,377.992,-922.369,1328000.000
9025375.865,18326313.965,-4.679,23.903,-349375589.683,-131716771.599,380.430,-921.355,1329000.000
9020696.604,18350217.068,-4.709,23.891,-348995159.271,-132638127.075,382.866,-920.336,1330000.000
9015987.385,18374107.629,-4.739,23.878,-348612293.220,-133558462.881,385.299,-919.310,1331000.000
9011248.243,18397985.570,-4.769,23.865,-348226994.357,-134477772.681,387.729,-918.277,1332000.000
9006479.212,18421850.814,-4.799,23.852,-347839265.524,-135396050.148,390.156,-917.239,1333000.000
9001680.328,18445703.283,-4.829,23.840,-347449109.580,-136313288.963,392.580,-916.194,1334000.000
8996851.626,18469542.899,-4.858,23.827,-347056529.402,-137229482.814,395.002,-915.143,1335000.000
8991993.141,18493369.584,-4.888,23.814,-346661527.879,-138144625.399,397.420,-914.085,1336000.000
8987104.911,18517183.261,-4.918,23.801,-346264107.922,-139058710.423,399.835,-913.021,1337000.000
8982186.969,18540983.853,-4.948,23.787,-345864272.454,-139971731.601,402.248,-911.951,1338000.000
8977239.353,18564771.283,-4.977,23.774,-345462024.416,-140883682.655,404.658,-910.875,1339000.000
8972262.099,18588545.473,-5.007,23.761,-345057366.766,-141794557.316,407.064,-909.792,1340000.000
8967255.244,18612306.346,-5.036,23.747,-344650302.476,-142704349.324,409.468,-908.703,1341000.000
8962218.824,18636053.826,-5.066,23.734,-344240834.537,-143613052.426,411.869,-907.608,1342000.000
8957152.876,18659787.836,-5.095,23.720,-343828965.953,-144520660.378,414.266,-906.507,1343000.000
8952057.438,18683508.299,-5.125,23.707,-343414699.747,-145427166.948,416.661,-905.399,1344000.000
8946932.547,18707215.138,-5.154,23.693,-342998038.956,-146332565.907,419.052,-904.285,1345000.000
8941778.240,18730908.278,-5.184,23.679,-342578986.634,-147236851.039,421.441,-903.165,1346000.000
8936594.555,18754587.641,-5.213,23.666,-342157545.852,-148140016.135,423.826,-902.039,1347000.000
8931381.530,18778253.151,-5.242,23.652,-341733719.696,-149042054.996,426.208,-900.906,1348000.000
8926139.203,18801904.733,-5.272,23.638,-341307511.268,-149942961.429,428.588,-899.768,1349000.000
8920867.613,18825542.310,-5.301,23.623,-340878923.685,-150842729.254,430.964,-898.623,1350000.000
8915566.799,18849165.806,-5.330,23.609,-340447960.083,-151741352.298,433.336,-897.472,1351000.000
8910236.798,18872775.146,-5.359,23.595,-340014623.611,-152638824.394,435.706,-896.315,1352000.000
8904877.650,18896370.253,-5.388,23.581,-339578917.434,-153535139.390,438.073,-895.152,1353000.000
8899489.394,18919951.053,-5.417,23.566,-339140844.736,-154430291.138,440.436,-893.982,1354000.000
8894072.069,18943517.469,-5.446,23.552,-338700408.713,-155324273.501,442.796,-892.807,1355000.000
8888625.715,18967069.426,-5.475,23.537,-338257612.580,-156217080.352,445.153,-891.625,1356000.000
8883150.372,18990606.850,-5.504,23.523,-337812459.564,-157108705.571,447.507,-890.437,1357000.000
8877646.079,19014129.665,-5.533,23.508,-337364952.912,-157999143.049,449.857,-889.244,1358000.000
8872112.877,19037637.795,-5.562,23.493,-336915095.885,-158888386.686,452.204,-888.044,1359000.000
8866550.805,19061131.166,-5.591,23.479,-336462891.758,-159776430.391,454.548,-886.838,1360000.000
8860959.905,19084609.704,-5.620,23.464,-336008343.824,-160663268.081,456.888,-885.626,1361000.000
8855340.217,19108073.332,-5.648,23.449,-335551455.391,-161548893.685,459.226,-884.407,1362000.000
8849691.782,19131521.978,-5.677,23.434,-335092229.783,-162433301.140,461.559,-883.183,1363000.000
8844014.641,19154955.566,-5.706,23.418,-334630670.338,-163316484.392,463.890,-881.953,1364000.000
8838308.835,19178374.022,-5.734,23.403,-334166780.412,-164198437.396,466.217,-880.717,1365000.000
8832574.407,19201777.272,-5.763,23.388,-333700563.374,-165079154.120,468.541,-879.474,1366000.000
8826811.396,19225165.242,-5.792,23.373,-333232022.610,-165958628.536,470.861,-878.226,1367000.000
8821019.846,19248537.858,-5.820,23.357,-332761161.522,-166836854.632,473.178,-876.972,1368000.000
8815199.797,19271895.045,-5.849,23.342,-332287983.527,-167713826.400,475.491,-875.711,1369000.000
8809351.294,19295236.731,-5.877,23.326,-331812492.056,-168589537.844,477.801,-874.445,1370000.000
8803474.377,19318562.841,-5.905,23.310,-331334690.557,-169463982.979,480.108,-873.173,1371000.000
8797569.089,19341873.302,-5.934,23.295,-330854582.493,-170337155.828,482.411,-871.895,1372000.000
8791635.474,19365168.040,-5.962,23.279,-330372171.342,-171209050.424,484.711,-870.610,1373000.000
8785673.574,19388446.983,-5.990,23.263,-329887460.598,-172079660.810,487.007,-869.320,1374000.000
8779683.433,19411710.057,-6.018,23.247,-329400453.770,-172948981.040,489.299,-868.024,1375000.000
8773665.093,19434957.190,-6.046,23.231,-328911154.382,-173817005.176,491.588,-866.722,1376000.000
8767618.598,19458188.307,-6.075,23.215,-328419565.974,-174683727.291,493.874,-865.414,1377000.000
8761543.993,19481403.337,-6.103,23.199,-327925692.099,-175549141.468,496.156,-864.100,1378000.000
8755441.320,19504602.207,-6.131,23.183,-327429536.328,-176413241.800,498.434,-862.781,1379000.000
8749310.624,19527784.844,-6.159,23.166,-326931102.246,-177276022.390,500.709,-861.455,1380000.000
8743151.949,19550951.176,-6.187,23.150,-326430393.453,-178137477.351,502.980,-860.123,1381000.000
8736965.341,19574101.131,-6.214,23.134,-325927413.564,-178997600.807,505.247,-858.786,1382000.000
8730750.842,19597234.636,-6.242,23.117,-325422166.208,-179856386.890,507.511,-857.443,1383000.000
8724508.499,19620351.620,-6.270,23.100,-324914655.031,-180713829.745,509.771,-856.094,1384000.000
8718238.356,19643452.010,-6.298,23.084,-324404883.694,-181569923.525,512.028,-854.739,1385000.000
8711940.458,19666535.734,-6.326,23.067,-323892855.872,-182424662.394,514.281,-853.378,1386000.000
8705614.851,19689602.722,-6.353,23.050,-323378575.254,-183278040.528,516.530,-852.012,1387000.000
8699261.581,19712652.901,-6.381,23.033,-322862045.545,-184130052.111,518.775,-850.639,1388000.000
8692880.693,19735686.201,-6.408,23.016,-322343270.466,-184980691.338,521.017,-849.261,1389000.000
8686472.232,19758702.549,-6.436,22.999,-321822253.751,-185829952.415,523.255,-847.877,1390000.000
8680036.246,19781701.875,-6.463,22.982,-321298999.149,-186677829.559,525.489,-846.487,1391000.000
8673572.781,19804684.108,-6.491,22.965,-320773510.425,-187524316.997,527.719,-845.092,1392000.000
8667081.882,19827649.177,-6.518,22.948,-320245791.358,-188369408.965,529.946,-843.691,1393000.000
8660563.597,19850597.010,-6.546,22.931,-319715845.741,-189213099.711,532.168,-842.284,1394000.000
8654017.973,19873527.539,-6.573,22.913,-319183677.384,-190055383.495,534.387,-840.871,1395000.000
8647445.056,19896440.691,-6.600,22.896,-318649290.108,-190896254.586,536.602,-839.453,1396000.000
8640844.894,19919336.397,-6.627,22.878,-318112687.752,-191735707.263,538.814,-838.029,1397000.000
8634217.533,19942214.586,-6.655,22.861,-317573874.169,-192573735.818,541.021,-836.599,1398000.000
8627563.023,19965075.189,-6.682,22.843,-317032853.224,-193410334.551,543.224,-835.163,1399000.000
8620881.410,19987918.135,-6.709,22.825,-316489628.799,-194245497.775,545.424,-833.722,1400000.000
8614172.742,20010743.354,-6.736,22.807,-315944204.791,-195079219.814,547.620,-832.275,1401000.000
8607437.068,20033550.777,-6.763,22.790,-315396585.109,-195911495.002,549.811,-830.823,1402000.000
8600674.435,20056340.335,-6.790,22.772,-314846773.678,-196742317.683,551.999,-829.365,1403000.000
8593884.892,20079111.958,-6.816,22.754,-314294774.438,-197571682.213,554.183,-827.901,1404000.000
8587068.488,20101865.576,-6.843,22.736,-313740591.342,-198399582.960,556.363,-826.431,1405000.000
8580225.272,20124601.120,-6.870,22.717,-313184228.358,-199226014.302,558.539,-824.956,1406000.000
8573355.292,20147318.522,-6.897,22.699,-312625689.468,-200050970.627,560.711,-823.476,1407000.000
8566458.598,20170017.713,-6.923,22.681,-312064978.669,-200874446.336,562.879,-821.990,1408000.000
8559535.239,20192698.623,-6.950,22.663,-311502099.971,-201696435.840,565.043,-820.498,1409000.000
8552585.265,20215361.185,-6.977,22.644,-310937057.399,-202516933.562,567.202,-819.000,1410000.000
8545608.725,20238005.329,-7.003,22.626,-310369854.993,-203335933.935,569.358,-817.497,1411000.000
8538605.669,20260630.988,-7.030,22.607,-309800496.806,-204153431.404,571.510,-815.989,1412000.000
8531576.147,20283238.093,-7.056,22.588,-309228986.904,-204969420.427,573.658,-814.475,1413000.000
8524520.209,20305826.576,-7.082,22.570,-308655329.370,-205783895.469,575.801,-812.956,1414000.000
8517437.906,20328396.369,-7.109,22.551,-308079528.299,-206596851.011,577.940,-811.431,1415000.000
8510329.288,20350947.405,-7.135,22.532,-307501587.800,-207408281.543,580.076,-809.900,1416000.000
8503194.406,20373479.616,-7.161,22.513,-306921511.997,-208218181.565,582.207,-808.364,1417000.000
8496033.311,20395992.934,-7.187,22.494,-306339305.028,-209026545.593,584.334,-806.823,1418000.000
8488846.054,20418487.292,-7.213,22.475,-305754971.043,-209833368.149,586.457,-805.276,1419000.000
8481632.686,20440962.623,-7.239,22.456,-305168514.208,-210638643.771,588.576,-803.723,1420000.000
8474393.259,20463418.860,-7.265,22.437,-304579938.703,-211442367.007,590.690,-802.165,1421000.000
8467127.823,20485855.936,-7.291,22.418,-303989248.719,-212244532.415,592.800,-800.602,1422000.000
8459836.432,20508273.784,-7.317,22.399,-303396448.464,-213045134.567,594.906,-799.033,1423000.000
8452519.136,20530672.337,-7.343,22.379,-302801542.158,-213844168.045,597.008,-797.459,1424000.000
8445175.988,20553051.529,-7.369,22.360,-302204534.035,-214641627.444,599.106,-795.880,1425000.000
8437807.040,20575411.294,-7.395,22.340,-301605428.343,-215437507.370,601.199,-794.295,1426000.000
8430412.345,20597751.565,-7.420,22.321,-301004229.344,-216231802.441,603.288,-792.705,1427000.000
8422991.954,20620072.277,-7.446,22.301,-300400941.312,-217024507.287,605.373,-791.109,1428000.000
8415545.922,20642373.363,-7.472,22.281,-299795568.537,-217815616.549,607.453,-789.508,1429000.000
8408074.300,20664654.757,-7.497,22.262,-299188115.320,-218605124.880,609.529,-787.902,1430000.000
8400577.143,20686916.395,-7.523,22.242,-298578585.977,-219393026.946,611.601,-786.290,1431000.000
8393054.502,20709158.211,-7.548,22.222,-297966984.838,-220179317.424,613.669,-784.674,1432000.000
8385506.431,20731380.138,-7.573,22.202,-297353316.244,-220963991.003,615.732,-783.051,1433000.000
8377932.985,20753582.113,-7.599,22.182,-296737584.553,-221747042.385,617.790,-781.424,1434000.000
8370334.217,20775764.070,-7.624,22.162,-296119794.133,-222528466.282,619.845,-779.791,1435000.000
8362710.180,20797925.944,-7.649,22.142,-295499949.368,-223308257.420,621.895,-778.153,1436000.000
8355060.929,20820067.671,-7.674,22.122,-294878054.653,-224086410.537,623.940,-776.510,1437000.000
8347386.519,20842189.185,-7.700,22.101,-294254114.397,-224862920.382,625.981,-774.861,1438000.000
8339687.002,20864290.423,-7.725,22.081,-293628133.024,-225637781.716,628.018,-773.208,1439000.000
8331962.435,20886371.321,-7.750,22.060,-293000114.969,-226410989.313,630.050,-771.549,1440000.000
8324212.871,20908431.813,-7.775,22.040,-292370064.681,-227182537.960,632.078,-769.884,1441000.000
8316438.366,20930471.836,-7.799,22.019,-291737986.622,-227952422.456,634.101,-768.215,1442000.000
8308638.975,20952491.327,-7.824,21.999,-291103885.267,-228720637.609,636.120,-766.541,1443000.000
8300814.752,20974490.221,-7.849,21.978,-290467765.105,-229487178.245,638.134,-764.861,1444000.000
8292965.754,20996468.455,-7.874,21.958,-289829630.637,-230252039.197,640.144,-763.176,1445000.000
8285092.035,21018425.966,-7.898,21.937,-289189486.376,-231015215.314,642.150,-761.486,1446000.000
8277193.652,21040362.690,-7.923,21.916,-288547336.851,-231776701.456,644.150,-759.791,1447000.000
8269270.660,21062278.565,-7.948,21.895,-287903186.602,-232536492.496,646.146,-758.091,1448000.000
8261323.115,21084173.527,-7.972,21.874,-287257040.180,-233294583.318,648.138,-756.386,1449000.000
8253351.074,21106047.513,-7.996,21.853,-286608902.154,-234050968.820,650.125,-754.675,1450000.000
8245354.592,21127900.462,-8.021,21.832,-285958777.100,-234805643.912,652.107,-752.960,1451000.000
8237333.727,21149732.311,-8.045,21.811,-285306669.610,-235558603.518,654.085,-751.239,1452000.000
8229288.534,21171542.997,-8.069,21.789,-284652584.289,-236309842.572,656.059,-749.513,1453000.000
8221219.071,21193332.458,-8.094,21.768,-283996525.754,-237059356.023,658.027,-747.783,1454000.000
8213125.395,21215100.633,-8.118,21.747,-283338498.634,-237807138.830,659.991,-746.047,1455000.000
8205007.562,21236847.459,-8.142,21.725,-282678507.572,-238553185.968,661.950,-744.306,1456000.000
8196865.631,21258572.874,-8.166,21.704,-282016557.221,-239297492.423,663.905,-742.561,1457000.000
8188699.657,21280276.818,-8.190,21.682,-281352652.250,-240040053.192,665.855,-740.810,1458000.000
8180509.700,21301959.229,-8.214,21.661,-280686797.339,-240780863.289,667.800,-739.054,1459000.000
8172295.816,21323620.045,-8.238,21.639,-280018997.180,-241519917.737,669.741,-737.294,1460000.000
8164058.064,21345259.206,-8.262,21.617,-279349256.478,-242257211.574,671.677,-735.528,1461000.000
8155796.501,21366876.651,-8.285,21.596,-278677579.949,-242992739.850,673.608,-733.758,1462000.000
8147511.186,21388472.319,-8.309,21.574,-278003972.325,-243726497.628,675.534,-731.982,1463000.000
8139202.177,21410046.149,-8.333,21.552,-277328438.346,-244458479.984,677.456,-730.202,1464000.000
8130869.532,21431598.081,-8.356,21.530,-276650982.767,-245188682.007,679.372,-728.417,1465000.000
