Ort_x, Ort_y, Geschw_x, Geschw_y, Zeit
0.000,0.000,100.000,100.000,0.000
60.000,60.000,100.000,94.114,0.600
120.000,116.468,100.000,88.228,1.200
180.000,169.405,100.000,82.342,1.800
240.000,218.810,100.000,76.456,2.400
300.000,264.684,100.000,70.570,3.000
360.000,307.026,100.000,64.684,3.600
420.000,345.836,100.000,58.798,4.200
480.000,381.115,100.000,52.912,4.800
540.000,412.862,100.000,47.026,5.400
600.000,441.078,100.000,41.140,6.000
660.000,465.762,100.000,35.254,6.600
720.000,486.914,100.000,29.368,7.200
780.000,504.535,100.000,23.482,7.800
840.000,518.624,100.000,17.596,8.400
900.000,529.182,100.000,11.710,9.000
960.000,536.208,100.000,5.824,9.600
1020.000,539.702,100.000,-0.062,10.200
1080.000,539.665,100.000,-5.948,10.800
1140.000,536.096,100.000,-11.834,11.400
1200.000,528.996,100.000,-17.720,12.000
1260.000,518.364,100.000,-23.606,12.600
1320.000,504.200,100.000,-29.492,13.200
1380.000,486.505,100.000,-35.378,13.800
1440.000,465.278,100.000,-41.264,14.400
1500.000,440.520,100.000,-47.150,15.000
1560.000,412.230,100.000,-53.036,15.600
1620.000,380.408,100.000,-58.922,16.200
1680.000,345.055,100.000,-64.808,16.800
1740.000,306.170,100.000,-70.694,17.400
1800.000,263.754,100.000,-76.580,18.000
1860.000,217.806,100.000,-82.466,18.600
1920.000,168.326,100.000,-88.352,19.200
1980.000,115.315,100.000,-94.238,19.800
2040.000,58.772,100.000,-100.124,20.400
