Ort_x, Ort_y, Geschw_x, Geschw_y, Zeit
14980.701,14705.026,1994.856,1921.374,7.500
15180.183,14897.111,1994.787,1920.327,7.600
15379.658,15089.092,1994.719,1919.280,7.700
15579.126,15280.967,1994.650,1918.233,7.800
15778.588,15472.738,1994.582,1917.186,7.900
15978.043,15664.405,1994.513,1916.140,8.000
16177.491,15855.966,1994.445,1915.093,8.100
16376.932,16047.423,1994.376,1914.046,8.200
16576.366,16238.776,1994.308,1912.999,8.300
16775.793,16430.023,1994.239,1911.953,8.400
16975.214,16621.166,1994.171,1910.906,8.500
17174.627,16812.204,1994.102,1909.859,8.600
17374.034,17003.138,1994.034,1908.813,8.700
17573.434,17193.967,1993.965,1907.766,8.800
17772.827,17384.691,1993.897,1906.720,8.900
17972.214,17575.311,1993.828,1905.673,9.000
18171.593,17765.826,1993.760,1904.627,9.100
18370.966,17956.236,1993.692,1903.580,9.200
18570.331,18146.542,1993.623,1902.534,9.300
18769.690,18336.743,1993.555,1901.488,9.400
18969.042,18526.839,1993.486,1900.441,9.500
19168.387,18716.831,1993.418,1899.395,9.600
19367.726,18906.718,1993.349,1898.349,9.700
19567.057,19096.501,1993.281,1897.303,9.800
19766.382,19286.179,1993.212,1896.257,9.900
19965.700,19475.752,1993.144,1895.210,10.000
20165.011,19665.221,1993.075,1894.164,10.100
20364.315,19854.585,1993.007,1893.118,10.200
20563.612,20043.845,1992.939,1892.072,10.300
20762.903,20233.000,1992.870,1891.026,10.400
20962.186,20422.050,1992.802,1889.980,10.500
21161.463,20610.996,1992.733,1888.935,10.600
21360.733,20799.837,1992.665,1887.889,10.700
21559.996,20988.574,1992.596,1886.843,10.800
21759.252,21177.205,1992.528,1885.797,10.900
21958.501,21365.733,1992.460,1884.751,11.000
22157.744,21554.156,1992.391,1883.706,11.100
22356.980,21742.474,1992.323,1882.660,11.200
22556.209,21930.688,1992.254,1881.614,11.300
22755.431,22118.797,1992.186,1880.569,11.400
22954.646,22306.801,1992.117,1879.523,11.500
23153.854,22494.701,1992.049,1878.477,11.600
23353.056,22682.497,1991.981,1877.432,11.700
23552.250,22870.188,1991.912,1876.387,11.800
23751.438,23057.774,1991.844,1875.341,11.900
23950.619,23245.256,1991.775,1874.296,12.000
24149.793,23432.633,1991.707,1873.250,12.100
24348.960,23619.906,1991.639,1872.205,12.200
24548.121,23807.074,1991.570,1871.160,12.300
24747.274,23994.138,1991.502,1870.114,12.400
24946.421,24181.097,1991.434,1869.069,12.500
25145.561,24367.952,1991.365,1868.024,12.600
25344.694,24554.702,1991.297,1866.979,12.700
25543.820,24741.348,1991.228,1865.934,12.800
25742.940,24927.889,1991.160,1864.889,12.900
25942.052,25114.325,1991.092,1863.844,13.000
26141.158,25300.658,1991.023,1862.799,13.100
26340.257,25486.885,1990.955,1861.754,13.200
26539.349,25673.008,1990.887,1860.709,13.300
26738.434,25859.027,1990.818,1859.664,13.400
26937.513,26044.941,1990.750,1858.619,13.500
27136.584,26230.751,1990.681,1857.574,13.600
27335.649,26416.456,1990.613,1856.529,13.700
27534.707,26602.057,1990.545,1855.485,13.800
27733.758,26787.553,1990.476,1854.440,13.900
27932.802,26972.945,1990.408,1853.395,14.000
28131.840,27158.232,1990.340,1852.351,14.100
28330.870,27343.415,1990.271,1851.306,14.200
28529.894,27528.493,1990.203,1850.261,14.300
28728.911,27713.467,1990.135,1849.217,14.400
28927.921,27898.337,1990.066,1848.172,14.500
29126.924,28083.102,1989.998,1847.128,14.600
29325.920,28267.762,1989.930,1846.084,14.700
29524.910,28452.318,1989.861,1845.039,14.800
29723.893,28636.770,1989.793,1843.995,14.900
29922.869,28821.117,1989.725,1842.950,15.000
30121.838,29005.360,1989.656,1841.906,15.100
30320.800,29189.498,1989.588,1840.862,15.200
30519.755,29373.532,1989.520,1839.818,15.300
30718.704,29557.462,1989.451,1838.774,15.400
30917.646,29741.287,1989.383,1837.729,15.500
31116.580,29925.008,1989.315,1836.685,15.600
31315.508,30108.624,1989.246,1835.641,15.700
31514.430,30292.136,1989.178,1834.597,15.800
31713.344,30475.544,1989.110,1833.553,15.900
31912.252,30658.847,1989.041,1832.509,16.000
32111.152,30842.045,1988.973,1831.465,16.100
32310.046,31025.140,1988.905,1830.421,16.200
32508.933,31208.130,1988.837,1829.378,16.300
32707.814,31391.015,1988.768,1828.334,16.400
32906.687,31573.796,1988.700,1827.290,16.500
33105.554,31756.473,1988.632,1826.246,16.600
33304.413,31939.046,1988.563,1825.202,16.700
33503.266,32121.514,1988.495,1824.159,16.800
33702.112,32303.877,1988.427,1823.115,16.900
33900.952,32486.137,1988.359,1822.072,17.000
34099.784,32668.292,1988.290,1821.028,17.100
34298.610,32850.342,1988.222,1819.984,17.200
34497.429,33032.289,1988.154,1818.941,17.300
34696.240,33214.131,1988.085,1817.898,17.400
34895.046,33395.868,1988.017,1816.854,17.500
35093.844,33577.501,1987.949,1815.811,17.600
35292.635,33759.030,1987.881,1814.767,17.700
35491.420,33940.455,1987.812,1813.724,17.800
35690.198,34121.775,1987.744,1812.681,17.900
35888.969,34302.991,1987.676,1811.637,18.000
36087.733,34484.103,1987.608,1810.594,18.100
36286.490,34665.110,1987.539,1809.551,18.200
36485.241,34846.013,1987.471,1808.508,18.300
36683.985,35026.811,1987.403,1807.465,18.400
36882.722,35207.506,1987.335,1806.422,18.500
37081.452,35388.096,1987.266,1805.379,18.600
37280.175,35568.582,1987.198,1804.336,18.700
37478.891,35748.963,1987.130,1803.293,18.800
37677.601,35929.240,1987.062,1802.250,18.900
37876.304,36109.413,1986.993,1801.207,19.000
38074.999,36289.482,1986.925,1800.164,19.100
38273.689,36469.446,1986.857,1799.121,19.200
38472.371,36649.306,1986.789,1798.079,19.300
38671.046,36829.062,1986.721,1797.036,19.400
38869.715,37008.713,1986.652,1795.993,19.500
39068.377,37188.260,1986.584,1794.950,19.600
39267.032,37367.703,1986.516,1793.908,19.700
39465.680,37547.042,1986.448,1792.865,19.800
39664.321,37726.276,1986.379,1791.823,19.900
39862.956,37905.406,1986.311,1790.780,20.000
40061.584,38084.432,1986.243,1789.738,20.100
40260.204,38263.354,1986.175,1788.695,20.200
40458.819,38442.171,1986.107,1787.653,20.300
40657.426,38620.884,1986.038,1786.610,20.400
40856.026,38799.493,1985.970,1785.568,20.500
41054.620,38977.998,1985.902,1784.526,20.600
41253.207,39156.398,1985.834,1783.483,20.700
41451.787,39334.695,1985.766,1782.441,20.800
41650.360,39512.887,1985.697,1781.399,20.900
41848.926,39690.974,1985.629,1780.357,21.000
42047.486,39868.958,1985.561,1779.315,21.100
42246.038,40046.837,1985.493,1778.273,21.200
42444.584,40224.612,1985.425,1777.230,21.300
42643.123,40402.283,1985.357,1776.188,21.400
42841.656,40579.850,1985.288,1775.146,21.500
43040.181,40757.313,1985.220,1774.105,21.600
43238.700,40934.671,1985.152,1773.063,21.700
43437.211,41111.925,1985.084,1772.021,21.800
43635.716,41289.075,1985.016,1770.979,21.900
43834.215,41466.121,1984.948,1769.937,22.000
44032.706,41643.063,1984.879,1768.895,22.100
44231.190,41819.900,1984.811,1767.854,22.200
44429.668,41996.633,1984.743,1766.812,22.300
44628.139,42173.262,1984.675,1765.770,22.400
44826.603,42349.787,1984.607,1764.729,22.500
45025.060,42526.208,1984.539,1763.687,22.600
45223.511,42702.525,1984.470,1762.645,22.700
45421.954,42878.737,1984.402,1761.604,22.800
45620.391,43054.845,1984.334,1760.562,22.900
45818.821,43230.850,1984.266,1759.521,23.000
46017.245,43406.750,1984.198,1758.479,23.100
46215.661,43582.546,1984.130,1757.438,23.200
46414.070,43758.237,1984.062,1756.397,23.300
46612.473,43933.825,1983.994,1755.355,23.400
46810.869,44109.308,1983.925,1754.314,23.500
47009.258,44284.688,1983.857,1753.273,23.600
47207.641,44459.963,1983.789,1752.232,23.700
47406.016,44635.134,1983.721,1751.191,23.800
47604.385,44810.201,1983.653,1750.149,23.900
47802.747,44985.164,1983.585,1749.108,24.000
48001.102,45160.023,1983.517,1748.067,24.100
48199.450,45334.777,1983.449,1747.026,24.200
48397.791,45509.428,1983.380,1745.985,24.300
48596.126,45683.974,1983.312,1744.944,24.400
48794.454,45858.417,1983.244,1743.903,24.500
48992.775,46032.755,1983.176,1742.862,24.600
49191.089,46206.989,1983.108,1741.822,24.700
49389.397,46381.119,1983.040,1740.781,24.800
49587.697,46555.145,1982.972,1739.740,24.900
49785.991,46729.067,1982.904,1738.699,25.000
49984.278,46902.885,1982.836,1737.659,25.100
50182.558,47076.599,1982.768,1736.618,25.200
50380.831,47250.209,1982.699,1735.577,25.300
50579.098,47423.715,1982.631,1734.537,25.400
50777.358,47597.116,1982.563,1733.496,25.500
50975.611,47770.414,1982.495,1732.456,25.600
51173.857,47943.607,1982.427,1731.415,25.700
51372.096,48116.697,1982.359,1730.375,25.800
51570.329,48289.682,1982.291,1729.334,25.900
51768.554,48462.564,1982.223,1728.294,26.000
51966.773,48635.341,1982.155,1727.253,26.100
52164.985,48808.014,1982.087,1726.213,26.200
52363.190,48980.584,1982.019,1725.173,26.300
52561.389,49153.049,1981.951,1724.133,26.400
52759.581,49325.410,1981.883,1723.092,26.500
52957.765,49497.667,1981.815,1722.052,26.600
53155.944,49669.821,1981.747,1721.012,26.700
53354.115,49841.870,1981.678,1719.972,26.800
53552.279,50013.815,1981.610,1718.932,26.900
53750.437,50185.656,1981.542,1717.892,27.000
53948.588,50357.393,1981.474,1716.852,27.100
54146.732,50529.027,1981.406,1715.812,27.200
54344.869,50700.556,1981.338,1714.772,27.300
54542.999,50871.981,1981.270,1713.732,27.400
54741.123,51043.302,1981.202,1712.692,27.500
54939.240,51214.520,1981.134,1711.653,27.600
55137.350,51385.633,1981.066,1710.613,27.700
55335.453,51556.642,1980.998,1709.573,27.800
55533.549,51727.547,1980.930,1708.533,27.900
55731.639,51898.349,1980.862,1707.494,28.000
55929.722,52069.046,1980.794,1706.454,28.100
56127.798,52239.640,1980.726,1705.414,28.200
56325.867,52410.129,1980.658,1704.375,28.300
56523.929,52580.514,1980.590,1703.335,28.400
56721.985,52750.796,1980.522,1702.296,28.500
56920.034,52920.974,1980.454,1701.256,28.600
57118.076,53091.047,1980.386,1700.217,28.700
57316.111,53261.017,1980.318,1699.178,28.800
57514.139,53430.883,1980.250,1698.138,28.900
57712.161,53600.645,1980.182,1697.099,29.000
57910.176,53770.303,1980.114,1696.060,29.100
58108.184,53939.857,1980.046,1695.020,29.200
58306.185,54109.307,1979.978,1693.981,29.300
58504.179,54278.653,1979.910,1692.942,29.400
58702.167,54447.895,1979.842,1691.903,29.500
58900.148,54617.033,1979.774,1690.864,29.600
59098.122,54786.068,1979.706,1689.825,29.700
59296.089,54954.998,1979.638,1688.786,29.800
59494.049,55123.825,1979.570,1687.747,29.900
59692.003,55292.548,1979.502,1686.708,30.000
59889.950,55461.167,1979.434,1685.669,30.100
60087.890,55629.682,1979.366,1684.630,30.200
60285.823,55798.093,1979.298,1683.591,30.300
60483.749,55966.400,1979.230,1682.552,30.400
60681.669,56134.603,1979.162,1681.514,30.500
60879.582,56302.702,1979.094,1680.475,30.600
61077.488,56470.698,1979.026,1679.436,30.700
61275.387,56638.590,1978.958,1678.397,30.800
61473.280,56806.377,1978.890,1677.359,30.900
61671.165,56974.061,1978.822,1676.320,31.000
61869.044,57141.642,1978.754,1675.282,31.100
62066.916,57309.118,1978.687,1674.243,31.200
62264.781,57476.490,1978.619,1673.205,31.300
62462.640,57643.759,1978.551,1672.166,31.400
62660.491,57810.923,1978.483,1671.128,31.500
62858.336,57977.984,1978.415,1670.089,31.600
63056.174,58144.941,1978.347,1669.051,31.700
63254.006,58311.794,1978.279,1668.013,31.800
63451.830,58478.544,1978.211,1666.974,31.900
63649.648,58645.189,1978.143,1665.936,32.000
63847.459,58811.731,1978.075,1664.898,32.100
64045.263,58978.169,1978.007,1663.860,32.200
64243.060,59144.503,1977.939,1662.822,32.300
64440.851,59310.733,1977.871,1661.784,32.400
64638.635,59476.860,1977.803,1660.745,32.500
64836.411,59642.882,1977.735,1659.707,32.600
65034.182,59808.801,1977.668,1658.669,32.700
65231.945,59974.616,1977.600,1657.631,32.800
65429.702,60140.327,1977.532,1656.594,32.900
65627.451,60305.935,1977.464,1655.556,33.000
65825.194,60471.439,1977.396,1654.518,33.100
66022.931,60636.838,1977.328,1653.480,33.200
66220.660,60802.135,1977.260,1652.442,33.300
66418.383,60967.327,1977.192,1651.404,33.400
66616.098,61132.415,1977.124,1650.367,33.500
66813.807,61297.400,1977.056,1649.329,33.600
67011.510,61462.281,1976.989,1648.291,33.700
67209.205,61627.059,1976.921,1647.254,33.800
67406.894,61791.732,1976.853,1646.216,33.900
67604.576,61956.302,1976.785,1645.179,34.000
67802.251,62120.768,1976.717,1644.141,34.100
67999.919,62285.130,1976.649,1643.104,34.200
68197.581,62449.389,1976.581,1642.066,34.300
68395.235,62613.543,1976.513,1641.029,34.400
68592.883,62777.594,1976.446,1639.992,34.500
68790.524,62941.542,1976.378,1638.954,34.600
68988.159,63105.385,1976.310,1637.917,34.700
69185.786,63269.125,1976.242,1636.880,34.800
69383.407,63432.761,1976.174,1635.843,34.900
69581.021,63596.294,1976.106,1634.805,35.000
69778.628,63759.722,1976.038,1633.768,35.100
69976.229,63923.047,1975.971,1632.731,35.200
70173.823,64086.269,1975.903,1631.694,35.300
70371.409,64249.386,1975.835,1630.657,35.400
70568.990,64412.400,1975.767,1629.620,35.500
70766.563,64575.310,1975.699,1628.583,35.600
70964.129,64738.117,1975.631,1627.546,35.700
71161.689,64900.819,1975.563,1626.509,35.800
71359.242,65063.419,1975.496,1625.472,35.900
71556.788,65225.914,1975.428,1624.436,36.000
71754.328,65388.306,1975.360,1623.399,36.100
71951.860,65550.594,1975.292,1622.362,36.200
72149.386,65712.778,1975.224,1621.325,36.300
72346.905,65874.859,1975.156,1620.289,36.400
72544.417,66036.836,1975.089,1619.252,36.500
72741.923,66198.709,1975.021,1618.216,36.600
72939.421,66360.479,1974.953,1617.179,36.700
73136.913,66522.145,1974.885,1616.142,36.800
73334.399,66683.707,1974.817,1615.106,36.900
73531.877,66845.166,1974.750,1614.069,37.000
73729.348,67006.521,1974.682,1613.033,37.100
73926.813,67167.773,1974.614,1611.997,37.200
74124.271,67328.921,1974.546,1610.960,37.300
74321.722,67489.965,1974.478,1609.924,37.400
74519.167,67650.905,1974.410,1608.888,37.500
74716.605,67811.742,1974.343,1607.851,37.600
74914.035,67972.476,1974.275,1606.815,37.700
75111.459,68133.105,1974.207,1605.779,37.800
75308.877,68293.632,1974.139,1604.743,37.900
75506.287,68454.054,1974.072,1603.707,38.000
75703.691,68614.373,1974.004,1602.671,38.100
75901.088,68774.588,1973.936,1601.635,38.200
76098.478,68934.700,1973.868,1600.599,38.300
76295.862,69094.708,1973.800,1599.563,38.400
76493.238,69254.612,1973.733,1598.527,38.500
76690.608,69414.413,1973.665,1597.491,38.600
76887.971,69574.111,1973.597,1596.455,38.700
77085.328,69733.704,1973.529,1595.419,38.800
77282.677,69893.194,1973.462,1594.383,38.900
77480.020,70052.581,1973.394,1593.348,39.000
77677.356,70211.864,1973.326,1592.312,39.100
77874.685,70371.043,1973.258,1591.276,39.200
78072.008,70530.119,1973.190,1590.241,39.300
78269.323,70689.092,1973.123,1589.205,39.400
78466.632,70847.960,1973.055,1588.170,39.500
78663.934,71006.725,1972.987,1587.134,39.600
78861.230,71165.387,1972.919,1586.098,39.700
79058.518,71323.945,1972.852,1585.063,39.800
79255.800,71482.400,1972.784,1584.028,39.900
79453.075,71640.751,1972.716,1582.992,40.000
79650.343,71798.998,1972.648,1581.957,40.100
79847.605,71957.142,1972.581,1580.922,40.200
80044.859,72115.182,1972.513,1579.886,40.300
80242.107,72273.119,1972.445,1578.851,40.400
80439.348,72430.953,1972.378,1577.816,40.500
80636.583,72588.682,1972.310,1576.781,40.600
80833.810,72746.309,1972.242,1575.745,40.700
81031.031,72903.832,1972.174,1574.710,40.800
81228.245,73061.251,1972.107,1573.675,40.900
81425.452,73218.567,1972.039,1572.640,41.000
81622.653,73375.779,1971.971,1571.605,41.100
81819.847,73532.888,1971.903,1570.570,41.200
82017.034,73689.893,1971.836,1569.535,41.300
82214.214,73846.795,1971.768,1568.500,41.400
82411.387,74003.593,1971.700,1567.466,41.500
82608.554,74160.288,1971.633,1566.431,41.600
82805.714,74316.879,1971.565,1565.396,41.700
83002.867,74473.367,1971.497,1564.361,41.800
83200.013,74629.751,1971.430,1563.326,41.900
83397.153,74786.032,1971.362,1562.292,42.000
83594.286,74942.210,1971.294,1561.257,42.100
83791.412,75098.284,1971.226,1560.223,42.200
83988.531,75254.254,1971.159,1559.188,42.300
84185.643,75410.121,1971.091,1558.153,42.400
84382.749,75565.885,1971.023,1557.119,42.500
84579.848,75721.545,1970.956,1556.084,42.600
84776.940,75877.102,1970.888,1555.050,42.700
84974.026,76032.555,1970.820,1554.016,42.800
85171.104,76187.905,1970.753,1552.981,42.900
85368.176,76343.151,1970.685,1551.947,43.000
85565.241,76498.294,1970.617,1550.913,43.100
85762.300,76653.334,1970.550,1549.878,43.200
85959.351,76808.270,1970.482,1548.844,43.300
86156.396,76963.103,1970.414,1547.810,43.400
86353.434,77117.832,1970.347,1546.776,43.500
86550.465,77272.458,1970.279,1545.742,43.600
86747.490,77426.980,1970.211,1544.708,43.700
86944.508,77581.399,1970.144,1543.674,43.800
87141.519,77735.715,1970.076,1542.640,43.900
87338.523,77889.927,1970.008,1541.606,44.000
87535.520,78044.036,1969.941,1540.572,44.100
87732.511,78198.042,1969.873,1539.538,44.200
87929.495,78351.944,1969.805,1538.504,44.300
88126.472,78505.742,1969.738,1537.470,44.400
88323.442,78659.438,1969.670,1536.436,44.500
88520.406,78813.030,1969.603,1535.402,44.600
88717.363,78966.518,1969.535,1534.369,44.700
88914.313,79119.903,1969.467,1533.335,44.800
89111.256,79273.185,1969.400,1532.301,44.900
89308.193,79426.364,1969.332,1531.268,45.000
89505.123,79579.439,1969.264,1530.234,45.100
89702.046,79732.410,1969.197,1529.201,45.200
89898.962,79885.279,1969.129,1528.167,45.300
90095.872,80038.044,1969.062,1527.134,45.400
90292.774,80190.706,1968.994,1526.100,45.500
90489.670,80343.264,1968.926,1525.067,45.600
90686.560,80495.719,1968.859,1524.033,45.700
90883.442,80648.071,1968.791,1523.000,45.800
91080.318,80800.319,1968.723,1521.967,45.900
91277.187,80952.464,1968.656,1520.934,46.000
91474.049,81104.506,1968.588,1519.900,46.100
91670.905,81256.444,1968.521,1518.867,46.200
91867.753,81408.279,1968.453,1517.834,46.300
92064.595,81560.011,1968.385,1516.801,46.400
92261.430,81711.639,1968.318,1515.768,46.500
92458.259,81863.164,1968.250,1514.735,46.600
92655.080,82014.586,1968.183,1513.702,46.700
92851.895,82165.905,1968.115,1512.669,46.800
93048.703,82317.120,1968.048,1511.636,46.900
93245.505,82468.232,1967.980,1510.603,47.000
93442.299,82619.241,1967.912,1509.570,47.100
93639.087,82770.146,1967.845,1508.537,47.200
93835.868,82920.948,1967.777,1507.504,47.300
94032.643,83071.647,1967.710,1506.472,47.400
94229.410,83222.242,1967.642,1505.439,47.500
94426.171,83372.735,1967.575,1504.406,47.600
94622.925,83523.124,1967.507,1503.374,47.700
94819.673,83673.409,1967.439,1502.341,47.800
95016.413,83823.592,1967.372,1501.308,47.900
95213.147,83973.671,1967.304,1500.276,48.000
95409.874,84123.647,1967.237,1499.243,48.100
95606.594,84273.520,1967.169,1498.211,48.200
95803.308,84423.289,1967.102,1497.178,48.300
96000.015,84572.955,1967.034,1496.146,48.400
96196.715,84722.518,1966.967,1495.114,48.500
96393.408,84871.978,1966.899,1494.081,48.600
96590.094,85021.335,1966.831,1493.049,48.700
96786.774,85170.588,1966.764,1492.017,48.800
96983.447,85319.738,1966.696,1490.984,48.900
97180.113,85468.785,1966.629,1489.952,49.000
97376.773,85617.728,1966.561,1488.920,49.100
97573.426,85766.569,1966.494,1487.888,49.200
97770.072,85915.306,1966.426,1486.856,49.300
97966.711,86063.940,1966.359,1485.824,49.400
98163.343,86212.471,1966.291,1484.792,49.500
98359.969,86360.898,1966.224,1483.760,49.600
98556.588,86509.223,1966.156,1482.728,49.700
98753.200,86657.444,1966.089,1481.696,49.800
98949.806,86805.562,1966.021,1480.664,49.900
99146.405,86953.577,1965.954,1479.632,50.000
99342.997,87101.488,1965.886,1478.600,50.100
99539.582,87249.297,1965.819,1477.569,50.200
99736.160,87397.002,1965.751,1476.537,50.300
99932.732,87544.604,1965.684,1475.505,50.400
100129.297,87692.103,1965.616,1474.473,50.500
100325.855,87839.499,1965.549,1473.442,50.600
100522.407,87986.791,1965.481,1472.410,50.700
100718.952,88133.981,1965.414,1471.379,50.800
100915.490,88281.067,1965.346,1470.347,50.900
101112.021,88428.050,1965.279,1469.316,51.000
101308.545,88574.930,1965.211,1468.284,51.100
101505.063,88721.707,1965.144,1467.253,51.200
101701.574,88868.381,1965.076,1466.221,51.300
101898.078,89014.951,1965.009,1465.190,51.400
102094.576,89161.419,1964.941,1464.159,51.500
102291.066,89307.783,1964.874,1463.127,51.600
102487.550,89454.044,1964.806,1462.096,51.700
102684.028,89600.202,1964.739,1461.065,51.800
102880.498,89746.257,1964.671,1460.034,51.900
103076.962,89892.209,1964.604,1459.003,52.000
103273.419,90038.058,1964.536,1457.972,52.100
103469.869,90183.803,1964.469,1456.941,52.200
103666.313,90329.446,1964.401,1455.910,52.300
103862.750,90474.985,1964.334,1454.879,52.400
104059.180,90620.422,1964.267,1453.848,52.500
104255.603,90765.755,1964.199,1452.817,52.600
104452.019,90910.985,1964.132,1451.786,52.700
104648.429,91056.112,1964.064,1450.755,52.800
104844.832,91201.136,1963.997,1449.724,52.900
105041.229,91346.057,1963.929,1448.693,53.000
105237.618,91490.875,1963.862,1447.663,53.100
105434.001,91635.589,1963.794,1446.632,53.200
105630.377,91780.201,1963.727,1445.601,53.300
105826.746,91924.710,1963.660,1444.571,53.400
106023.109,92069.115,1963.592,1443.540,53.500
106219.465,92213.418,1963.525,1442.509,53.600
106415.814,92357.617,1963.457,1441.479,53.700
106612.156,92501.713,1963.390,1440.448,53.800
106808.492,92645.707,1963.322,1439.418,53.900
107004.821,92789.597,1963.255,1438.387,54.000
107201.143,92933.384,1963.188,1437.357,54.100
107397.458,93077.068,1963.120,1436.327,54.200
107593.767,93220.649,1963.053,1435.296,54.300
107790.069,93364.128,1962.985,1434.266,54.400
107986.364,93507.503,1962.918,1433.236,54.500
108182.652,93650.775,1962.851,1432.206,54.600
108378.934,93793.944,1962.783,1431.175,54.700
108575.209,93937.010,1962.716,1430.145,54.800
108771.477,94079.973,1962.648,1429.115,54.900
108967.739,94222.833,1962.581,1428.085,55.000
109163.994,94365.590,1962.514,1427.055,55.100
109360.242,94508.244,1962.446,1426.025,55.200
109556.483,94650.795,1962.379,1424.995,55.300
109752.717,94793.243,1962.311,1423.965,55.400
109948.945,94935.588,1962.244,1422.935,55.500
110145.166,95077.830,1962.177,1421.905,55.600
110341.380,95219.969,1962.109,1420.876,55.700
110537.588,95362.005,1962.042,1419.846,55.800
110733.789,95503.938,1961.975,1418.816,55.900
110929.983,95645.768,1961.907,1417.786,56.000
111126.170,95787.495,1961.840,1416.757,56.100
111322.351,95929.120,1961.772,1415.727,56.200
111518.525,96070.641,1961.705,1414.697,56.300
111714.692,96212.059,1961.638,1413.668,56.400
111910.852,96353.374,1961.570,1412.638,56.500
112107.006,96494.587,1961.503,1411.609,56.600
112303.153,96635.696,1961.436,1410.579,56.700
112499.293,96776.702,1961.368,1409.550,56.800
112695.427,96917.606,1961.301,1408.520,56.900
112891.553,97058.407,1961.234,1407.491,57.000
113087.673,97199.104,1961.166,1406.462,57.100
113283.787,97339.699,1961.099,1405.432,57.200
113479.893,97480.191,1961.032,1404.403,57.300
113675.993,97620.580,1960.964,1403.374,57.400
113872.086,97760.865,1960.897,1402.345,57.500
114068.172,97901.048,1960.830,1401.316,57.600
114264.252,98041.129,1960.762,1400.286,57.700
114460.325,98181.106,1960.695,1399.257,57.800
114656.391,98320.980,1960.628,1398.228,57.900
114852.450,98460.751,1960.560,1397.199,58.000
