Ort_x, Ort_y, Geschw_x, Geschw_y, Zeit
0.000,0.000,1000.000,1000.000,0.000
500.000,500.000,1000.000,995.095,0.500
1000.000,997.548,1000.000,990.190,1.000
1500.000,1492.642,1000.000,985.285,1.500
2000.000,1985.285,1000.000,980.380,2.000
2500.000,2475.475,1000.000,975.475,2.500
3000.000,2963.213,1000.000,970.570,3.000
3500.000,3448.498,1000.000,965.665,3.500
4000.000,3931.330,1000.000,960.760,4.000
4500.000,4411.710,1000.000,955.855,4.500
5000.000,4889.638,1000.000,950.950,5.000
5500.000,5365.113,1000.000,946.045,5.500
6000.000,5838.135,1000.000,941.140,6.000
6500.000,6308.705,1000.000,936.235,6.500
7000.000,6776.823,1000.000,931.330,7.000
7500.000,7242.488,1000.000,926.425,7.500
8000.000,7705.700,1000.000,921.520,8.000
8500.000,8166.460,1000.000,916.615,8.500
9000.000,8624.768,1000.000,911.710,9.000
9500.000,9080.623,1000.000,906.805,9.500
10000.000,9534.025,1000.000,901.900,10.000
10500.000,9984.975,1000.000,896.995,10.500
11000.000,10433.473,1000.000,892.090,11.000
11500.000,10879.518,1000.000,887.185,11.500
12000.000,11323.110,1000.000,882.280,12.000
12500.000,11764.250,1000.000,877.375,12.500
13000.000,12202.938,1000.000,872.470,13.000
13500.000,12639.173,1000.000,867.565,13.500
14000.000,13072.955,1000.000,862.660,14.000
14500.000,13504.285,1000.000,857.755,14.500
15000.000,13933.163,1000.000,852.850,15.000
15500.000,14359.588,1000.000,847.945,15.500
16000.000,14783.560,1000.000,843.040,16.000
16500.000,15205.080,1000.000,838.135,16.500
17000.000,15624.148,1000.000,833.230,17.000
17500.000,16040.763,1000.000,828.325,17.500
18000.000,16454.925,1000.000,823.420,18.000
18500.000,16866.635,1000.000,818.515,18.500
19000.000,17275.893,1000.000,813.610,19.000
19500.000,17682.698,1000.000,808.705,19.500
20000.000,18087.050,1000.000,803.800,20.000
20500.000,18488.950,1000.000,798.895,20.500
21000.000,18888.398,1000.000,793.990,21.000
21500.000,19285.393,1000.000,789.085,21.500
22000.000,19679.935,1000.000,784.180,22.000
22500.000,20072.025,1000.000,779.275,22.500
23000.000,20461.663,1000.000,774.370,23.000
23500.000,20848.848,1000.000,769.465,23.500
24000.000,21233.580,1000.000,764.560,24.000
24500.000,21615.860,1000.000,759.655,24.500
25000.000,21995.688,1000.000,754.750,25.000
25500.000,22373.063,1000.000,749.845,25.500
26000.000,22747.985,1000.000,744.940,26.000
26500.000,23120.455,1000.000,740.035,26.500
27000.000,23490.473,1000.000,735.130,27.000
27500.000,23858.038,1000.000,730.225,27.500
28000.000,24223.150,1000.000,725.320,28.000
28500.000,24585.810,1000.000,720.415,28.500
29000.000,24946.018,1000.000,715.510,29.000
29500.000,25303.773,1000.000,710.605,29.500
30000.000,25659.075,1000.000,705.700,30.000
30500.000,26011.925,1000.000,700.795,30.500
31000.000,26362.323,1000.000,695.890,31.000
31500.000,26710.268,1000.000,690.985,31.500
32000.000,27055.760,1000.000,686.080,32.000
32500.000,27398.800,1000.000,681.175,32.500
33000.000,27739.388,1000.000,676.270,33.000
33500.000,28077.523,1000.000,671.365,33.500
34000.000,28413.205,1000.000,666.460,34.000
34500.000,28746.435,1000.000,661.555,34.500
35000.000,29077.213,1000.000,656.650,35.000
35500.000,29405.538,1000.000,651.745,35.500
36000.000,29731.410,1000.000,646.840,36.000
36500.000,30054.830,1000.000,641.935,36.500
37000.000,30375.798,1000.000,637.030,37.000
37500.000,30694.313,1000.000,632.125,37.500
38000.000,31010.375,1000.000,627.220,38.000
38500.000,31323.985,1000.000,622.315,38.500
39000.000,31635.143,1000.000,617.410,39.000
39500.000,31943.848,1000.000,612.505,39.500
40000.000,32250.100,1000.000,607.600,40.000
40500.000,32553.900,1000.000,602.695,40.500
41000.000,32855.248,1000.000,597.790,41.000
41500.000,33154.143,1000.000,592.885,41.500
42000.000,33450.585,1000.000,587.980,42.000
42500.000,33744.575,1000.000,583.075,42.500
43000.000,34036.113,1000.000,578.170,43.000
43500.000,34325.198,1000.000,573.265,43.500
44000.000,34611.830,1000.000,568.360,44.000
44500.000,34896.010,1000.000,563.455,44.500
45000.000,35177.738,1000.000,558.550,45.000
45500.000,35457.013,1000.000,553.645,45.500
46000.000,35733.835,1000.000,548.740,46.000
46500.000,36008.205,1000.000,543.835,46.500
47000.000,36280.123,1000.000,538.930,47.000
47500.000,36549.588,1000.000,534.025,47.500
48000.000,36816.600,1000.000,529.120,48.000
48500.000,37081.160,1000.000,524.215,48.500
49000.000,37343.268,1000.000,519.310,49.000
49500.000,37602.923,1000.000,514.405,49.500
50000.000,37860.125,1000.000,509.500,50.000
50500.000,38114.875,1000.000,504.595,50.500
51000.000,38367.173,1000.000,499.690,51.000
51500.000,38617.018,1000.000,494.785,51.500
52000.000,38864.410,1000.000,489.880,52.000
52500.000,39109.350,1000.000,484.975,52.500
53000.000,39351.838,1000.000,480.070,53.000
53500.000,39591.873,1000.000,475.165,53.500
54000.000,39829.455,1000.000,470.260,54.000
54500.000,40064.585,1000.000,465.355,54.500
55000.000,40297.263,1000.000,460.450,55.000
55500.000,40527.488,1000.000,455.545,55.500
56000.000,40755.260,1000.000,450.640,56.000
56500.000,40980.580,1000.000,445.735,56.500
57000.000,41203.448,1000.000,440.830,57.000
57500.000,41423.863,1000.000,435.925,57.500
58000.000,41641.825,1000.000,431.020,58.000
58500.000,41857.335,1000.000,426.115,58.500
59000.000,42070.393,1000.000,421.210,59.000
59500.000,42280.998,1000.000,416.305,59.500
60000.000,42489.150,1000.000,411.400,60.000
60500.000,42694.850,1000.000,406.495,60.500
61000.000,42898.098,1000.000,401.590,61.000
61500.000,43098.893,1000.000,396.685,61.500
62000.000,43297.235,1000.000,391.780,62.000
62500.000,43493.125,1000.000,386.875,62.500
63000.000,43686.563,1000.000,381.970,63.000
63500.000,43877.548,1000.000,377.065,63.500
64000.000,44066.080,1000.000,372.160,64.000
64500.000,44252.160,1000.000,367.255,64.500
65000.000,44435.788,1000.000,362.350,65.000
65500.000,44616.963,1000.000,357.445,65.500
66000.000,44795.685,1000.000,352.540,66.000
66500.000,44971.955,1000.000,347.635,66.500
67000.000,45145.773,1000.000,342.730,67.000
67500.000,45317.138,1000.000,337.825,67.500
68000.000,45486.050,1000.000,332.920,68.000
68500.000,45652.510,1000.000,328.015,68.500
69000.000,45816.518,1000.000,323.110,69.000
69500.000,45978.073,1000.000,318.205,69.500
70000.000,46137.175,1000.000,313.300,70.000
70500.000,46293.825,1000.000,308.395,70.500
71000.000,46448.023,1000.000,303.490,71.000
71500.000,46599.768,1000.000,298.585,71.500
72000.000,46749.060,1000.000,293.680,72.000
72500.000,46895.900,1000.000,288.775,72.500
73000.000,47040.288,1000.000,283.870,73.000
73500.000,47182.223,1000.000,278.965,73.500
74000.000,47321.705,1000.000,274.060,74.000
74500.000,47458.735,1000.000,269.155,74.500
75000.000,47593.313,1000.000,264.250,75.000
75500.000,47725.438,1000.000,259.345,75.500
76000.000,47855.110,1000.000,254.440,76.000
76500.000,47982.330,1000.000,249.535,76.500
77000.000,48107.098,1000.000,244.630,77.000
77500.000,48229.413,1000.000,239.725,77.500
78000.000,48349.275,1000.000,234.820,78.000
78500.000,48466.685,1000.000,229.915,78.500
79000.000,48581.643,1000.000,225.010,79.000
79500.000,48694.148,1000.000,220.105,79.500
80000.000,48804.200,1000.000,215.200,80.000
80500.000,48911.800,1000.000,210.295,80.500
81000.000,49016.948,1000.000,205.390,81.000
81500.000,49119.643,1000.000,200.485,81.500
82000.000,49219.885,1000.000,195.580,82.000
82500.000,49317.675,1000.000,190.675,82.500
83000.000,49413.013,1000.000,185.770,83.000
83500.000,49505.898,1000.000,180.865,83.500
84000.000,49596.330,1000.000,175.960,84.000
84500.000,49684.310,1000.000,171.055,84.500
85000.000,49769.838,1000.000,166.150,85.000
85500.000,49852.913,1000.000,161.245,85.500
86000.000,49933.535,1000.000,156.340,86.000
86500.000,50011.705,1000.000,151.435,86.500
87000.000,50087.423,1000.000,146.530,87.000
87500.000,50160.688,1000.000,141.625,87.500
88000.000,50231.500,1000.000,136.720,88.000
88500.000,50299.860,1000.000,131.815,88.500
89000.000,50365.768,1000.000,126.910,89.000
89500.000,50429.223,1000.000,122.005,89.500
90000.000,50490.225,1000.000,117.100,90.000
90500.000,50548.775,1000.000,112.195,90.500
91000.000,50604.873,1000.000,107.290,91.000
91500.000,50658.518,1000.000,102.385,91.500
92000.000,50709.710,1000.000,97.480,92.000
92500.000,50758.450,1000.000,92.575,92.500
93000.000,50804.738,1000.000,87.670,93.000
93500.000,50848.573,1000.000,82.765,93.500
94000.000,50889.955,1000.000,77.860,94.000
94500.000,50928.885,1000.000,72.955,94.500
