Erde_x, Erde_y, Erde_v_x, Erde_v_y, Sonne_x, Sonne_y, Sonne_v_x, Sonne_v_y, Zeit
446260564.324,149634617500.387,-29784.486,602.689,440492.252,251825.695,0.089,0.089,7708000.000
416476077.956,149635220189.002,-29784.504,596.762,440581.713,251914.864,0.089,0.089,7709000.000
386691573.929,149635816950.534,-29784.521,590.834,440671.174,252004.052,0.089,0.089,7710000.000
356907053.423,149636407785.021,-29784.536,584.907,440760.636,252093.257,0.089,0.089,7711000.000
327122517.618,149636992692.500,-29784.550,578.981,440850.097,252182.479,0.089,0.089,7712000.000
297337967.694,149637571673.010,-29784.563,573.054,440939.559,252271.720,0.089,0.089,7713000.000
267553404.829,149638144726.588,-29784.575,567.127,441029.020,252360.978,0.089,0.089,7714000.000
237768830.206,149638711853.273,-29784.585,561.200,441118.482,252450.255,0.089,0.089,7715000.000
207984245.002,149639273053.105,-29784.595,555.273,441207.944,252539.549,0.089,0.089,7716000.000
178199650.399,149639828326.121,-29784.603,549.346,441297.405,252628.861,0.089,0.089,7717000.000
148415047.575,149640377672.361,-29784.610,543.420,441386.867,252718.190,0.089,0.089,7718000.000
118630437.711,149640921091.865,-29784.616,537.493,441476.328,252807.538,0.089,0.089,7719000.000
88845821.987,149641458584.671,-29784.620,531.566,441565.790,252896.903,0.089,0.089,7720000.000
59061201.581,149641990150.821,-29784.624,525.640,441655.252,252986.286,0.089,0.089,7721000.000
29276577.674,149642515790.354,-29784.626,519.713,441744.714,253075.687,0.089,0.089,7722000.000
-508048.555,149643035503.310,-29784.627,513.786,441834.175,253165.106,0.089,0.089,7723000.000
-30292675.925,149643549289.731,-29784.627,507.860,441923.637,253254.542,0.089,0.089,7724000.000
-60077303.258,149644057149.656,-29784.626,501.933,442013.099,253343.996,0.089,0.089,7725000.000
-89861929.374,149644559083.127,-29784.624,496.007,442102.561,253433.468,0.089,0.089,7726000.000
-119646553.093,149645055090.186,-29784.620,490.081,442192.022,253522.958,0.089,0.090,7727000.000
-149431173.236,149645545170.873,-29784.615,484.154,442281.484,253612.466,0.089,0.090,7728000.000
-179215788.623,149646029325.231,-29784.609,478.228,442370.946,253701.991,0.089,0.090,7729000.000
-209000398.075,149646507553.302,-29784.602,472.302,442460.407,253791.535,0.089,0.090,7730000.000
-238785000.411,149646979855.127,-29784.594,466.376,442549.869,253881.096,0.089,0.090,7731000.000
-268569594.454,149647446230.750,-29784.585,460.449,442639.331,253970.675,0.089,0.090,7732000.000
-298354179.023,149647906680.212,-29784.574,454.523,442728.792,254060.271,0.089,0.090,7733000.000
-328138752.939,149648361203.558,-29784.562,448.597,442818.254,254149.886,0.089,0.090,7734000.000
-357923315.022,149648809800.829,-29784.549,442.671,442907.715,254239.518,0.089,0.090,7735000.000
-387707864.094,149649252472.070,-29784.535,436.745,442997.177,254329.168,0.089,0.090,7736000.000
-417492398.974,149649689217.325,-29784.520,430.819,443086.638,254418.836,0.089,0.090,7737000.000
-447276918.485,149650120036.636,-29784.503,424.893,443176.100,254508.521,0.089,0.090,7738000.000
-477061421.445,149650544930.048,-29784.485,418.968,443265.561,254598.225,0.089,0.090,7739000.000
-506845906.677,149650963897.606,-29784.466,413.042,443355.022,254687.946,0.089,0.090,7740000.000
-536630373.001,149651376939.354,-29784.446,407.116,443444.484,254777.685,0.089,0.090,7741000.000
-566414819.237,149651784055.337,-29784.425,401.190,443533.945,254867.442,0.089,0.090,7742000.000
-596199244.207,149652185245.600,-29784.403,395.265,443623.406,254957.217,0.089,0.090,7743000.000
-625983646.731,149652580510.188,-29784.379,389.339,443712.867,255047.009,0.089,0.090,7744000.000
-655768025.631,149652969849.146,-29784.354,383.413,443802.328,255136.819,0.089,0.090,7745000.000
-685552379.726,149653353262.521,-29784.328,377.488,443891.789,255226.648,0.089,0.090,7746000.000
-715336707.839,149653730750.359,-29784.301,371.562,443981.250,255316.493,0.089,0.090,7747000.000
-745121008.790,149654102312.705,-29784.273,365.637,444070.710,255406.357,0.089,0.090,7748000.000
-774905281.400,149654467949.607,-29784.243,359.712,444160.171,255496.238,0.089,0.090,7749000.000
-804689524.491,149654827661.110,-29784.212,353.786,444249.632,255586.138,0.089,0.090,7750000.000
-834473736.882,149655181447.262,-29784.181,347.861,444339.092,255676.055,0.089,0.090,7751000.000
-864257917.395,149655529308.110,-29784.147,341.936,444428.553,255765.990,0.089,0.090,7752000.000
-894042064.852,149655871243.701,-29784.113,336.010,444518.013,255855.942,0.089,0.090,7753000.000
-923826178.073,149656207254.083,-29784.078,330.085,444607.473,255945.913,0.089,0.090,7754000.000
-953610255.879,149656537339.304,-29784.041,324.160,444696.933,256035.901,0.089,0.090,7755000.000
-983394297.093,149656861499.411,-29784.003,318.235,444786.393,256125.907,0.089,0.090,7756000.000
-1013178300.534,149657179734.454,-29783.964,312.310,444875.853,256215.931,0.089,0.090,7757000.000
-1042962265.024,149657492044.481,-29783.924,306.385,444965.313,256305.972,0.089,0.090,7758000.000
-1072746189.384,149657798429.540,-29783.883,300.460,445054.772,256396.032,0.089,0.090,7759000.000
-1102530072.437,149658098889.681,-29783.841,294.535,445144.232,256486.109,0.089,0.090,7760000.000
-1132313913.001,149658393424.953,-29783.797,288.610,445233.691,256576.204,0.089,0.090,7761000.000
-1162097709.901,149658682035.405,-29783.752,282.686,445323.150,256666.317,0.089,0.090,7762000.000
-1191881461.955,149658964721.087,-29783.706,276.761,445412.610,256756.447,0.089,0.090,7763000.000
-1221665167.987,149659241482.049,-29783.659,270.836,445502.069,256846.596,0.089,0.090,7764000.000
-1251448826.817,149659512318.341,-29783.610,264.912,445591.527,256936.762,0.089,0.090,7765000.000
-1281232437.267,149659777230.014,-29783.561,258.987,445680.986,257026.946,0.089,0.090,7766000.000
-1311015998.158,149660036217.119,-29783.510,253.063,445770.445,257117.148,0.089,0.090,7767000.000
-1340799508.311,149660289279.705,-29783.458,247.138,445859.903,257207.367,0.089,0.090,7768000.000
-1370582966.549,149660536417.825,-29783.405,241.214,445949.361,257297.605,0.089,0.090,7769000.000
-1400366371.692,149660777631.530,-29783.351,235.289,446038.819,257387.860,0.089,0.090,7770000.000
-1430149722.563,149661012920.871,-29783.295,229.365,446128.277,257478.133,0.089,0.090,7771000.000
-1459933017.982,149661242285.900,-29783.239,223.441,446217.735,257568.424,0.089,0.090,7772000.000
-1489716256.772,149661465726.670,-29783.181,217.517,446307.192,257658.732,0.089,0.090,7773000.000
-1519499437.754,149661683243.232,-29783.122,211.592,446396.650,257749.058,0.089,0.090,7774000.000
-1549282559.750,149661894835.639,-29783.062,205.668,446486.107,257839.403,0.089,0.090,7775000.000
-1579065621.581,149662100503.945,-29783.000,199.744,446575.564,257929.765,0.089,0.090,7776000.000
-1608848622.070,149662300248.201,-29782.938,193.820,446665.021,258020.144,0.089,0.090,7777000.000
-1638631560.037,149662494068.461,-29782.874,187.896,446754.478,258110.542,0.089,0.090,7778000.000
-1668414434.305,149662681964.779,-29782.809,181.972,446843.934,258200.957,0.089,0.090,7779000.000
-1698197243.695,149662863937.208,-29782.743,176.049,446933.390,258291.390,0.089,0.090,7780000.000
-1727979987.030,149663039985.802,-29782.676,170.125,447022.846,258381.841,0.089,0.090,7781000.000
-1757762663.131,149663210110.616,-29782.608,164.201,447112.302,258472.310,0.089,0.090,7782000.000
-1787545270.820,149663374311.704,-29782.538,158.277,447201.758,258562.796,0.089,0.091,7783000.000
-1817327808.919,149663532589.120,-29782.467,152.354,447291.213,258653.301,0.089,0.091,7784000.000
-1847110276.249,149663684942.920,-29782.395,146.430,447380.669,258743.823,0.089,0.091,7785000.000
-1876892671.634,149663831373.158,-29782.322,140.507,447470.124,258834.362,0.089,0.091,7786000.000
-1906674993.894,149663971879.890,-29782.248,134.583,447559.578,258924.920,0.089,0.091,7787000.000
-1936457241.852,149664106463.171,-29782.172,128.660,447649.033,259015.496,0.089,0.091,7788000.000
-1966239414.330,149664235123.058,-29782.096,122.737,447738.487,259106.089,0.089,0.091,7789000.000
-1996021510.149,149664357859.606,-29782.018,116.813,447827.941,259196.700,0.089,0.091,7790000.000
-2025803528.133,149664474672.871,-29781.939,110.890,447917.395,259287.329,0.089,0.091,7791000.000
-2055585467.103,149664585562.911,-29781.859,104.967,448006.849,259377.975,0.089,0.091,7792000.000
-2085367325.881,149664690529.781,-29781.777,99.044,448096.302,259468.640,0.089,0.091,7793000.000
-2115149103.290,149664789573.539,-29781.695,93.121,448185.756,259559.322,0.089,0.091,7794000.000
-2144930798.151,149664882694.243,-29781.611,87.198,448275.209,259650.022,0.089,0.091,7795000.000
-2174712409.288,149664969891.948,-29781.526,81.275,448364.661,259740.740,0.089,0.091,7796000.000
-2204493935.521,149665051166.714,-29781.440,75.352,448454.114,259831.475,0.089,0.091,7797000.000
-2234275375.674,149665126518.598,-29781.353,69.429,448543.566,259922.229,0.089,0.091,7798000.000
-2264056728.569,149665195947.658,-29781.264,63.506,448633.018,260013.000,0.089,0.091,7799000.000
-2293837993.027,149665259453.953,-29781.175,57.584,448722.469,260103.789,0.089,0.091,7800000.000
-2323619167.873,149665317037.541,-29781.084,51.661,448811.921,260194.595,0.089,0.091,7801000.000
-2353400251.927,149665368698.481,-29780.992,45.738,448901.372,260285.420,0.089,0.091,7802000.000
-2383181244.012,149665414436.833,-29780.899,39.816,448990.823,260376.262,0.089,0.091,7803000.000
-2412962142.951,149665454252.654,-29780.805,33.893,449080.273,260467.122,0.089,0.091,7804000.000
-2442742947.567,149665488146.006,-29780.709,27.971,449169.723,260558.000,0.089,0.091,7805000.000
-2472523656.681,149665516116.948,-29780.612,22.049,449259.173,260648.896,0.089,0.091,7806000.000
-2502304269.116,149665538165.539,-29780.515,16.126,449348.623,260739.809,0.089,0.091,7807000.000
-2532084783.696,149665554291.841,-29780.416,10.204,449438.072,260830.740,0.089,0.091,7808000.000
-2561865199.242,149665564495.913,-29780.315,4.282,449527.521,260921.689,0.089,0.091,7809000.000
-2591645514.577,149665568777.817,-29780.214,-1.640,449616.970,261012.656,0.089,0.091,7810000.000
-2621425728.523,149665567137.613,-29780.111,-7.562,449706.419,261103.641,0.089,0.091,7811000.000
-2651205839.904,149665559575.362,-29780.008,-13.484,449795.867,261194.643,0.089,0.091,7812000.000
-2680985847.543,149665546091.126,-29779.903,-19.406,449885.315,261285.663,0.089,0.091,7813000.000
-2710765750.261,149665526684.967,-29779.797,-25.328,449974.762,261376.701,0.089,0.091,7814000.000
-2740545546.881,149665501356.946,-29779.689,-31.250,450064.210,261467.757,0.089,0.091,7815000.000
-2770325236.228,149665470107.125,-29779.581,-37.172,450153.656,261558.831,0.089,0.091,7816000.000
-2800104817.122,149665432935.568,-29779.471,-43.093,450243.103,261649.922,0.089,0.091,7817000.000
-2829884288.388,149665389842.336,-29779.360,-49.015,450332.549,261741.031,0.089,0.091,7818000.000
-2859663648.847,149665340827.492,-29779.248,-54.936,450421.995,261832.158,0.089,0.091,7819000.000
-2889442897.324,149665285891.100,-29779.135,-60.858,450511.441,261923.303,0.089,0.091,7820000.000
-2919222032.640,149665225033.222,-29779.021,-66.779,450600.886,262014.465,0.089,0.091,7821000.000
-2949001053.619,149665158253.922,-29778.905,-72.701,450690.331,262105.646,0.089,0.091,7822000.000
-2978779959.084,149665085553.265,-29778.789,-78.622,450779.775,262196.844,0.089,0.091,7823000.000
-3008558747.858,149665006931.313,-29778.671,-84.543,450869.220,262288.059,0.089,0.091,7824000.000
-3038337418.764,149664922388.132,-29778.552,-90.464,450958.663,262379.293,0.089,0.091,7825000.000
-3068115970.624,149664831923.785,-29778.432,-96.385,451048.107,262470.544,0.089,0.091,7826000.000
-3097894402.263,149664735538.337,-29778.310,-102.306,451137.550,262561.814,0.089,0.091,7827000.000
-3127672712.503,149664633231.853,-29778.188,-108.227,451226.993,262653.101,0.089,0.091,7828000.000
-3157450900.167,149664525004.399,-29778.064,-114.148,451316.435,262744.405,0.089,0.091,7829000.000
-3187228964.079,149664410856.040,-29777.939,-120.069,451405.877,262835.728,0.089,0.091,7830000.000
-3217006903.062,149664290786.841,-29777.813,-125.990,451495.319,262927.068,0.089,0.091,7831000.000
-3246784715.939,149664164796.868,-29777.686,-131.911,451584.760,263018.426,0.089,0.091,7832000.000
-3276562401.533,149664032886.188,-29777.557,-137.831,451674.201,263109.802,0.089,0.091,7833000.000
-3306339958.668,149663895054.866,-29777.427,-143.752,451763.642,263201.196,0.089,0.091,7834000.000
-3336117386.167,149663751302.969,-29777.297,-149.672,451853.082,263292.607,0.089,0.091,7835000.000
-3365894682.853,149663601630.564,-29777.165,-155.593,451942.521,263384.037,0.089,0.091,7836000.000
-3395671847.550,149663446037.719,-29777.032,-161.513,452031.961,263475.484,0.089,0.091,7837000.000
-3425448879.082,149663284524.499,-29776.897,-167.434,452121.400,263566.948,0.089,0.091,7838000.000
-3455225776.271,149663117090.974,-29776.762,-173.354,452210.838,263658.431,0.089,0.092,7839000.000
-3485002537.941,149662943737.209,-29776.625,-179.274,452300.276,263749.931,0.089,0.092,7840000.000
-3514779162.916,149662764463.275,-29776.487,-185.194,452389.714,263841.449,0.089,0.092,7841000.000
-3544555650.020,149662579269.237,-29776.348,-191.114,452479.151,263932.985,0.089,0.092,7842000.000
-3574331998.075,149662388155.166,-29776.208,-197.034,452568.588,264024.539,0.089,0.092,7843000.000
-3604108205.906,149662191121.129,-29776.066,-202.954,452658.024,264116.111,0.089,0.092,7844000.000
-3633884272.336,149661988167.197,-29775.924,-208.874,452747.460,264207.700,0.089,0.092,7845000.000
-3663660196.188,149661779293.436,-29775.780,-214.794,452836.896,264299.307,0.089,0.092,7846000.000
-3693435976.288,149661564499.918,-29775.635,-220.713,452926.331,264390.932,0.089,0.092,7847000.000
-3723211611.457,149661343786.711,-29775.489,-226.633,453015.766,264482.574,0.089,0.092,7848000.000
-3752987100.521,149661117153.886,-29775.342,-232.552,453105.200,264574.235,0.089,0.092,7849000.000
-3782762442.302,149660884601.512,-29775.193,-238.472,453194.634,264665.913,0.089,0.092,7850000.000
-3812537635.625,149660646129.660,-29775.044,-244.391,453284.067,264757.609,0.089,0.092,7851000.000
-3842312679.313,149660401738.401,-29774.893,-250.311,453373.500,264849.323,0.089,0.092,7852000.000
-3872087572.191,149660151427.804,-29774.741,-256.230,453462.933,264941.054,0.089,0.092,7853000.000
-3901862313.082,149659895197.941,-29774.588,-262.149,453552.365,265032.804,0.089,0.092,7854000.000
-3931636900.810,149659633048.884,-29774.433,-268.068,453641.797,265124.571,0.089,0.092,7855000.000
-3961411334.199,149659364980.703,-29774.278,-273.987,453731.228,265216.355,0.089,0.092,7856000.000
-3991185612.074,149659090993.471,-29774.121,-279.906,453820.658,265308.158,0.089,0.092,7857000.000
-4020959733.258,149658811087.259,-29773.963,-285.825,453910.088,265399.978,0.089,0.092,7858000.000
-4050733696.575,149658525262.139,-29773.804,-291.744,453999.518,265491.817,0.089,0.092,7859000.000
-4080507500.849,149658233518.184,-29773.644,-297.663,454088.947,265583.673,0.089,0.092,7860000.000
-4110281144.905,149657935855.467,-29773.483,-303.581,454178.376,265675.546,0.089,0.092,7861000.000
-4140054627.567,149657632274.060,-29773.320,-309.500,454267.804,265767.438,0.089,0.092,7862000.000
-4169827947.659,149657322774.036,-29773.156,-315.419,454357.232,265859.347,0.089,0.092,7863000.000
-4199601104.004,149657007355.469,-29772.991,-321.337,454446.659,265951.274,0.089,0.092,7864000.000
-4229374095.428,149656686018.432,-29772.825,-327.255,454536.086,266043.219,0.089,0.092,7865000.000
-4259146920.755,149656358762.999,-29772.658,-333.174,454625.513,266135.182,0.089,0.092,7866000.000
-4288919578.809,149656025589.244,-29772.490,-339.092,454714.938,266227.162,0.089,0.092,7867000.000
-4318692068.413,149655686497.241,-29772.320,-345.010,454804.364,266319.160,0.089,0.092,7868000.000
-4348464388.394,149655341487.065,-29772.149,-350.928,454893.788,266411.176,0.089,0.092,7869000.000
-4378236537.575,149654990558.791,-29771.977,-356.846,454983.213,266503.210,0.089,0.092,7870000.000
-4408008514.780,149654633712.493,-29771.804,-362.764,455072.636,266595.262,0.089,0.092,7871000.000
-4437780318.834,149654270948.246,-29771.630,-368.682,455162.060,266687.331,0.089,0.092,7872000.000
-4467551948.561,149653902266.127,-29771.454,-374.600,455251.482,266779.418,0.089,0.092,7873000.000
-4497323402.787,149653527666.210,-29771.278,-380.518,455340.904,266871.523,0.089,0.092,7874000.000
-4527094680.335,149653147148.571,-29771.100,-386.435,455430.326,266963.645,0.089,0.092,7875000.000
-4556865780.030,149652760713.287,-29770.921,-392.353,455519.747,267055.786,0.089,0.092,7876000.000
-4586636700.697,149652368360.434,-29770.740,-398.270,455609.168,267147.944,0.089,0.092,7877000.000
-4616407441.160,149651970090.088,-29770.559,-404.188,455698.588,267240.120,0.089,0.092,7878000.000
-4646178000.245,149651565902.327,-29770.377,-410.105,455788.007,267332.314,0.089,0.092,7879000.000
-4675948376.775,149651155797.227,-29770.193,-416.022,455877.426,267424.525,0.089,0.092,7880000.000
-4705718569.576,149650739774.866,-29770.008,-421.940,455966.844,267516.754,0.089,0.092,7881000.000
-4735488577.472,149650317835.321,-29769.822,-427.857,456056.262,267609.001,0.089,0.092,7882000.000
-4765258399.289,149649889978.669,-29769.635,-433.774,456145.680,267701.266,0.089,0.092,7883000.000
-4795028033.850,149649456204.990,-29769.446,-439.691,456235.096,267793.549,0.089,0.092,7884000.000
-4824797479.981,149649016514.360,-29769.257,-445.608,456324.512,267885.849,0.089,0.092,7885000.000
-4854566736.507,149648570906.859,-29769.066,-451.524,456413.928,267978.167,0.089,0.092,7886000.000
-4884335802.253,149648119382.565,-29768.874,-457.441,456503.343,268070.503,0.089,0.092,7887000.000
-4914104676.044,149647661941.557,-29768.681,-463.358,456592.757,268162.857,0.089,0.092,7888000.000
-4943873356.704,149647198583.914,-29768.486,-469.274,456682.171,268255.228,0.089,0.092,7889000.000
-4973641843.059,149646729309.715,-29768.291,-475.191,456771.584,268347.617,0.089,0.092,7890000.000
-5003410133.934,149646254119.041,-29768.094,-481.107,456860.997,268440.024,0.089,0.092,7891000.000
-5033178228.154,149645773011.970,-29767.896,-487.023,456950.409,268532.449,0.089,0.092,7892000.000
-5062946124.544,149645285988.584,-29767.697,-492.940,457039.821,268624.892,0.089,0.092,7893000.000
-5092713821.929,149644793048.961,-29767.497,-498.856,457129.232,268717.352,0.089,0.092,7894000.000
-5122481319.134,149644294193.184,-29767.296,-504.772,457218.642,268809.830,0.089,0.092,7895000.000
-5152248614.985,149643789421.332,-29767.093,-510.688,457308.052,268902.326,0.089,0.093,7896000.000
-5182015708.307,149643278733.487,-29766.890,-516.604,457397.461,268994.839,0.089,0.093,7897000.000
-5211782597.925,149642762129.729,-29766.685,-522.520,457486.869,269087.371,0.089,0.093,7898000.000
-5241549282.665,149642239610.141,-29766.479,-528.435,457576.277,269179.920,0.089,0.093,7899000.000
-5271315761.351,149641711174.803,-29766.271,-534.351,457665.684,269272.487,0.089,0.093,7900000.000
-5301082032.810,149641176823.798,-29766.063,-540.267,457755.091,269365.071,0.089,0.093,7901000.000
-5330848095.866,149640636557.209,-29765.853,-546.182,457844.497,269457.674,0.089,0.093,7902000.000
-5360613949.346,149640090375.116,-29765.643,-552.098,457933.902,269550.294,0.089,0.093,7903000.000
-5390379592.074,149639538277.604,-29765.431,-558.013,458023.307,269642.932,0.089,0.093,7904000.000
-5420145022.877,149638980264.754,-29765.218,-563.928,458112.711,269735.588,0.089,0.093,7905000.000
-5449910240.579,149638416336.651,-29765.003,-569.843,458202.114,269828.261,0.089,0.093,7906000.000
-5479675244.006,149637846493.376,-29764.788,-575.758,458291.517,269920.953,0.089,0.093,7907000.000
-5509440031.984,149637270735.015,-29764.571,-581.673,458380.919,270013.662,0.089,0.093,7908000.000
-5539204603.339,149636689061.649,-29764.354,-587.588,458470.321,270106.388,0.089,0.093,7909000.000
-5568968956.896,149636101473.365,-29764.135,-593.503,458559.721,270199.133,0.089,0.093,7910000.000
-5598733091.481,149635507970.245,-29763.914,-599.418,458649.122,270291.895,0.089,0.093,7911000.000
-5628497005.919,149634908552.375,-29763.693,-605.333,458738.521,270384.675,0.089,0.093,7912000.000
-5658260699.037,149634303219.838,-29763.471,-611.247,458827.920,270477.473,0.089,0.093,7913000.000
-5688024169.661,149633691972.720,-29763.247,-617.162,458917.318,270570.289,0.089,0.093,7914000.000
-5717787416.615,149633074811.107,-29763.022,-623.076,459006.716,270663.122,0.089,0.093,7915000.000
-5747550438.727,149632451735.083,-29762.796,-628.990,459096.113,270755.973,0.089,0.093,7916000.000
-5777313234.821,149631822744.734,-29762.569,-634.905,459185.509,270848.842,0.089,0.093,7917000.000
-5807075803.725,149631187840.146,-29762.341,-640.819,459274.904,270941.729,0.089,0.093,7918000.000
-5836838144.263,149630547021.405,-29762.111,-646.733,459364.299,271034.634,0.089,0.093,7919000.000
-5866600255.262,149629900288.598,-29761.880,-652.647,459453.693,271127.556,0.089,0.093,7920000.000
-5896362135.548,149629247641.810,-29761.648,-658.561,459543.087,271220.496,0.089,0.093,7921000.000
-5926123783.947,149628589081.130,-29761.415,-664.474,459632.479,271313.453,0.089,0.093,7922000.000
-5955885199.285,149627924606.643,-29761.181,-670.388,459721.871,271406.429,0.089,0.093,7923000.000
-5985646380.389,149627254218.437,-29760.946,-676.302,459811.263,271499.422,0.089,0.093,7924000.000
-6015407326.084,149626577916.600,-29760.709,-682.215,459900.653,271592.433,0.089,0.093,7925000.000
-6045168035.196,149625895701.219,-29760.471,-688.129,459990.043,271685.462,0.089,0.093,7926000.000
-6074928506.553,149625207572.383,-29760.232,-694.042,460079.432,271778.509,0.089,0.093,7927000.000
-6104688738.979,149624513530.179,-29759.992,-699.955,460168.821,271871.573,0.089,0.093,7928000.000
-6134448731.302,149623813574.695,-29759.751,-705.869,460258.208,271964.655,0.089,0.093,7929000.000
-6164208482.348,149623107706.022,-29759.509,-711.782,460347.595,272057.755,0.089,0.093,7930000.000
-6193967990.944,149622395924.246,-29759.265,-717.695,460436.982,272150.872,0.089,0.093,7931000.000
-6223727255.915,149621678229.458,-29759.020,-723.608,460526.367,272244.008,0.089,0.093,7932000.000
-6253486276.088,149620954621.747,-29758.774,-729.521,460615.752,272337.161,0.089,0.093,7933000.000
-6283245050.289,149620225101.203,-29758.527,-735.433,460705.136,272430.332,0.089,0.093,7934000.000
-6313003577.346,149619489667.915,-29758.279,-741.346,460794.519,272523.521,0.089,0.093,7935000.000
-6342761856.085,149618748321.973,-29758.029,-747.259,460883.902,272616.727,0.089,0.093,7936000.000
-6372519885.331,149618001063.467,-29757.779,-753.171,460973.284,272709.951,0.089,0.093,7937000.000
-6402277663.913,149617247892.489,-29757.527,-759.083,461062.665,272803.193,0.089,0.093,7938000.000
-6432035190.656,149616488809.129,-29757.274,-764.996,461152.045,272896.453,0.089,0.093,7939000.000
-6461792464.388,149615723813.477,-29757.020,-770.908,461241.425,272989.730,0.089,0.093,7940000.000
-6491549483.934,149614952905.626,-29756.764,-776.820,461330.804,273083.025,0.089,0.093,7941000.000
-6521306248.122,149614176085.666,-29756.508,-782.732,461420.182,273176.338,0.089,0.093,7942000.000
-6551062755.779,149613393353.689,-29756.250,-788.644,461509.559,273269.669,0.089,0.093,7943000.000
-6580819005.730,149612604709.787,-29755.991,-794.556,461598.936,273363.017,0.089,0.093,7944000.000
-6610574996.805,149611810154.052,-29755.731,-800.467,461688.311,273456.384,0.089,0.093,7945000.000
-6640330727.828,149611009686.577,-29755.470,-806.379,461777.686,273549.768,0.089,0.093,7946000.000
-6670086197.627,149610203307.453,-29755.207,-812.291,461867.060,273643.169,0.089,0.093,7947000.000
-6699841405.029,149609391016.775,-29754.944,-818.202,461956.434,273736.589,0.089,0.093,7948000.000
-6729596348.861,149608572814.635,-29754.679,-824.114,462045.806,273830.026,0.089,0.093,7949000.000
-6759351027.950,149607748701.126,-29754.413,-830.025,462135.178,273923.481,0.089,0.093,7950000.000
-6789105441.124,149606918676.342,-29754.146,-835.936,462224.549,274016.954,0.089,0.093,7951000.000
-6818859587.208,149606082740.376,-29753.878,-841.847,462313.919,274110.444,0.089,0.094,7952000.000
-6848613465.031,149605240893.323,-29753.608,-847.758,462403.289,274203.953,0.089,0.094,7953000.000
-6878367073.419,149604393135.277,-29753.338,-853.669,462492.657,274297.479,0.089,0.094,7954000.000
-6908120411.200,149603539466.332,-29753.066,-859.580,462582.025,274391.022,0.089,0.094,7955000.000
-6937873477.201,149602679886.583,-29752.793,-865.490,462671.392,274484.584,0.089,0.094,7956000.000
-6967626270.250,149601814396.125,-29752.519,-871.401,462760.758,274578.163,0.089,0.094,7957000.000
-6997378789.172,149600942995.052,-29752.244,-877.312,462850.123,274671.760,0.089,0.094,7958000.000
-7027131032.797,149600065683.461,-29751.967,-883.222,462939.488,274765.375,0.089,0.094,7959000.000
-7056882999.951,149599182461.447,-29751.690,-889.132,463028.851,274859.008,0.089,0.094,7960000.000
-7086634689.462,149598293329.106,-29751.411,-895.043,463118.214,274952.658,0.089,0.094,7961000.000
-7116386100.156,149597398286.533,-29751.131,-900.953,463207.576,275046.326,0.089,0.094,7962000.000
-7146137230.863,149596497333.826,-29750.850,-906.863,463296.937,275140.012,0.089,0.094,7963000.000
-7175888080.408,149595590471.081,-29750.567,-912.773,463386.298,275233.715,0.089,0.094,7964000.000
-7205638647.621,149594677698.393,-29750.284,-918.683,463475.657,275327.437,0.089,0.094,7965000.000
-7235388931.327,149593759015.862,-29749.999,-924.592,463565.016,275421.176,0.089,0.094,7966000.000
-7265138930.356,149592834423.583,-29749.713,-930.502,463654.373,275514.933,0.089,0.094,7967000.000
-7294888643.534,149591903921.654,-29749.426,-936.411,463743.730,275608.707,0.089,0.094,7968000.000
-7324638069.690,149590967510.173,-29749.138,-942.321,463833.086,275702.499,0.089,0.094,7969000.000
-7354387207.650,149590025189.238,-29748.849,-948.230,463922.441,275796.309,0.089,0.094,7970000.000
-7384136056.244,149589076958.946,-29748.558,-954.140,464011.796,275890.137,0.089,0.094,7971000.000
-7413884614.298,149588122819.397,-29748.266,-960.049,464101.149,275983.983,0.089,0.094,7972000.000
-7443632880.640,149587162770.689,-29747.973,-965.958,464190.501,276077.846,0.089,0.094,7973000.000
-7473380854.099,149586196812.921,-29747.679,-971.867,464279.853,276171.727,0.089,0.094,7974000.000
-7503128533.502,149585224946.191,-29747.384,-977.776,464369.204,276265.626,0.089,0.094,7975000.000
-7532875917.677,149584247170.600,-29747.088,-983.684,464458.554,276359.542,0.089,0.094,7976000.000
-7562623005.453,149583263486.246,-29746.790,-989.593,464547.903,276453.477,0.089,0.094,7977000.000
-7592369795.657,149582273893.230,-29746.491,-995.502,464637.251,276547.429,0.089,0.094,7978000.000
-7622116287.117,149581278391.651,-29746.192,-1001.410,464726.598,276641.399,0.089,0.094,7979000.000
-7651862478.661,149580276981.610,-29745.890,-1007.318,464815.944,276735.386,0.089,0.094,7980000.000
-7681608369.119,149579269663.207,-29745.588,-1013.227,464905.290,276829.391,0.089,0.094,7981000.000
-7711353957.316,149578256436.543,-29745.285,-1019.135,464994.634,276923.414,0.089,0.094,7982000.000
-7741099242.083,149577237301.719,-29744.980,-1025.043,465083.978,277017.455,0.089,0.094,7983000.000
-7770844222.247,149576212258.836,-29744.674,-1030.951,465173.320,277111.514,0.089,0.094,7984000.000
-7800588896.636,149575181307.995,-29744.367,-1036.859,465262.662,277205.590,0.089,0.094,7985000.000
-7830333264.079,149574144449.298,-29744.059,-1042.766,465352.003,277299.684,0.089,0.094,7986000.000
-7860077323.404,149573101682.847,-29743.750,-1048.674,465441.343,277393.796,0.089,0.094,7987000.000
-7889821073.439,149572053008.744,-29743.440,-1054.582,465530.682,277487.925,0.089,0.094,7988000.000
