Erde_x, Erde_y, Erde_v_x, Erde_v_y, Sonne_x, Sonne_y, Sonne_v_x, Sonne_v_y, Zeit
147100000000.000,0.000,0.000,30290.000,0.000,0.000,0.000,0.000,0.000
147100000000.000,30290000.000,-6.133,30290.000,0.000,0.000,0.000,0.000,1000.000
147099993866.842,60580000.000,-12.266,30289.999,0.018,0.000,0.000,0.000,2000.000
147099981600.527,90869998.737,-18.399,30289.996,0.055,0.000,0.000,0.000,3000.000
147099963201.056,121159994.948,-24.533,30289.992,0.111,0.000,0.000,0.000,4000.000
147099938668.428,151449987.371,-30.666,30289.987,0.184,0.000,0.000,0.000,5000.000
147099908002.646,181739974.742,-36.799,30289.981,0.276,0.000,0.000,0.000,6000.000
147099871203.711,212029955.798,-42.932,30289.973,0.387,0.000,0.000,0.000,7000.000
147099828271.625,242319929.277,-49.065,30289.965,0.516,0.000,0.000,0.000,8000.000
147099779206.389,272609893.916,-55.198,30289.955,0.663,0.000,0.000,0.000,9000.000
147099724008.006,302899848.451,-61.332,30289.943,0.829,0.000,0.000,0.000,10000.000
147099662676.479,333189791.621,-67.465,30289.931,1.013,0.001,0.000,0.000,11000.000
147099595211.810,363479722.161,-73.598,30289.917,1.216,0.001,0.000,0.000,12000.000
147099521614.002,393769638.809,-79.731,30289.901,1.437,0.001,0.000,0.000,13000.000
147099441883.059,424059540.303,-85.864,30289.885,1.676,0.001,0.000,0.000,14000.000
147099356018.984,454349425.379,-91.997,30289.867,1.934,0.002,0.000,0.000,15000.000
147099264021.782,484639292.774,-98.130,30289.848,2.211,0.002,0.000,0.000,16000.000
147099165891.456,514929141.225,-104.263,30289.828,2.505,0.003,0.000,0.000,17000.000
147099061628.010,545218969.470,-110.397,30289.807,2.819,0.003,0.000,0.000,18000.000
147098951231.451,575508776.246,-116.530,30289.784,3.150,0.004,0.000,0.000,19000.000
147098834701.781,605798560.290,-122.663,30289.760,3.500,0.004,0.000,0.000,20000.000
147098712039.007,636088320.338,-128.796,30289.735,3.869,0.005,0.000,0.000,21000.000
147098583243.135,666378055.129,-134.929,30289.708,4.255,0.006,0.000,0.000,22000.000
147098448314.169,696667763.399,-141.062,30289.680,4.661,0.007,0.000,0.000,23000.000
147098307252.116,726957443.884,-147.195,30289.651,5.084,0.008,0.000,0.000,24000.000
147098160056.982,757247095.324,-153.328,30289.621,5.526,0.009,0.000,0.000,25000.000
147098006728.775,787536716.453,-159.461,30289.590,5.987,0.010,0.000,0.000,26000.000
147097847267.500,817826306.010,-165.594,30289.557,6.466,0.011,0.000,0.000,27000.000
147097681673.164,848115862.732,-171.727,30289.523,6.963,0.012,0.001,0.000,28000.000
147097509945.776,878405385.356,-177.860,30289.487,7.479,0.014,0.001,0.000,29000.000
147097332085.343,908694872.619,-183.993,30289.451,8.013,0.015,0.001,0.000,30000.000
147097148091.872,938984323.257,-190.126,30289.413,8.566,0.017,0.001,0.000,31000.000
147096957965.372,969273736.009,-196.260,30289.374,9.137,0.019,0.001,0.000,32000.000
147096761705.851,999563109.611,-202.393,30289.333,9.727,0.021,0.001,0.000,33000.000
147096559313.319,1029852442.801,-208.526,30289.292,10.335,0.023,0.001,0.000,34000.000
147096350787.784,1060141734.315,-214.659,30289.249,10.961,0.025,0.001,0.000,35000.000
147096136129.254,1090430982.890,-220.792,30289.204,11.606,0.027,0.001,0.000,36000.000
147095915337.741,1120720187.265,-226.924,30289.159,12.269,0.029,0.001,0.000,37000.000
147095688413.254,1151009346.176,-233.057,30289.112,12.950,0.032,0.001,0.000,38000.000
147095455355.802,1181298458.359,-239.190,30289.064,13.650,0.035,0.001,0.000,39000.000
147095216165.396,1211587522.553,-245.323,30289.015,14.369,0.037,0.001,0.000,40000.000
147094970842.046,1241876537.494,-251.456,30288.964,15.106,0.040,0.001,0.000,41000.000
147094719385.764,1272165501.920,-257.589,30288.913,15.861,0.044,0.001,0.000,42000.000
147094461796.561,1302454414.567,-263.722,30288.860,16.635,0.047,0.001,0.000,43000.000
147094198074.448,1332743274.174,-269.855,30288.805,17.427,0.050,0.001,0.000,44000.000
147093928219.437,1363032079.476,-275.988,30288.750,18.237,0.054,0.001,0.000,45000.000
147093652231.539,1393320829.211,-282.121,30288.693,19.066,0.058,0.001,0.000,46000.000
147093370110.767,1423609522.117,-288.254,30288.635,19.914,0.062,0.001,0.000,47000.000
147093081857.133,1453898156.930,-294.386,30288.575,20.779,0.066,0.001,0.000,48000.000
147092787470.651,1484186732.388,-300.519,30288.515,21.664,0.070,0.001,0.000,49000.000
147092486951.332,1514475247.228,-306.652,30288.453,22.566,0.074,0.001,0.000,50000.000
147092180299.191,1544763700.186,-312.785,30288.390,23.487,0.079,0.001,0.000,51000.000
147091867514.241,1575052090.001,-318.918,30288.325,24.427,0.084,0.001,0.000,52000.000
147091548596.496,1605340415.409,-325.051,30288.260,25.385,0.089,0.001,0.000,53000.000
147091223545.970,1635628675.147,-331.183,30288.193,26.361,0.094,0.001,0.000,54000.000
147090892362.677,1665916867.953,-337.316,30288.125,27.356,0.100,0.001,0.000,55000.000
147090555046.632,1696204992.564,-343.449,30288.055,28.369,0.105,0.001,0.000,56000.000
147090211597.849,1726493047.717,-349.582,30287.984,29.401,0.111,0.001,0.000,57000.000
147089862016.345,1756781032.150,-355.714,30287.912,30.451,0.117,0.001,0.000,58000.000
147089506302.134,1787068944.599,-361.847,30287.839,31.519,0.123,0.001,0.000,59000.000
147089144455.232,1817356783.801,-367.980,30287.765,32.606,0.130,0.001,0.000,60000.000
147088776475.655,1847644548.494,-374.112,30287.689,33.711,0.137,0.001,0.000,61000.000
147088402363.419,1877932237.416,-380.245,30287.612,34.835,0.143,0.001,0.000,62000.000
147088022118.542,1908219849.302,-386.378,30287.534,35.977,0.151,0.001,0.000,63000.000
147087635741.039,1938507382.891,-392.510,30287.454,37.138,0.158,0.001,0.000,64000.000
147087243230.927,1968794836.920,-398.643,30287.373,38.316,0.166,0.001,0.000,65000.000
147086844588.225,1999082210.126,-404.775,30287.291,39.514,0.174,0.001,0.000,66000.000
147086439812.949,2029369501.246,-410.908,30287.208,40.730,0.182,0.001,0.000,67000.000
147086028905.117,2059656709.017,-417.040,30287.123,41.964,0.190,0.001,0.000,68000.000
147085611864.748,2089943832.177,-423.173,30287.037,43.217,0.199,0.001,0.000,69000.000
147085188691.860,2120230869.463,-429.305,30286.950,44.488,0.208,0.001,0.000,70000.000
147084759386.472,2150517819.612,-435.438,30286.862,45.777,0.217,0.001,0.000,71000.000
147084323948.602,2180804681.362,-441.570,30286.772,47.085,0.226,0.001,0.000,72000.000
147083882378.270,2211091453.449,-447.703,30286.681,48.411,0.236,0.001,0.000,73000.000
147083434675.495,2241378134.611,-453.835,30286.589,49.756,0.246,0.001,0.000,74000.000
147082980840.297,2271664723.585,-459.968,30286.496,51.119,0.256,0.001,0.000,75000.000
147082520872.696,2301951219.108,-466.100,30286.401,52.501,0.267,0.001,0.000,76000.000
147082054772.712,2332237619.918,-472.232,30286.305,53.901,0.277,0.001,0.000,77000.000
147081582540.366,2362523924.752,-478.365,30286.208,55.319,0.289,0.001,0.000,78000.000
147081104175.679,2392810132.347,-484.497,30286.109,56.756,0.300,0.001,0.000,79000.000
147080619678.671,2423096241.441,-490.629,30286.009,58.211,0.312,0.001,0.000,80000.000
147080129049.364,2453382250.771,-496.762,30285.908,59.685,0.324,0.001,0.000,81000.000
147079632287.780,2483668159.074,-502.894,30285.806,61.177,0.336,0.002,0.000,82000.000
147079129393.940,2513953965.087,-509.026,30285.702,62.687,0.349,0.002,0.000,83000.000
147078620367.867,2544239667.547,-515.158,30285.598,64.216,0.361,0.002,0.000,84000.000
147078105209.583,2574525265.193,-521.290,30285.492,65.764,0.375,0.002,0.000,85000.000
147077583919.111,2604810756.762,-527.423,30285.384,67.329,0.388,0.002,0.000,86000.000
147077056496.474,2635096140.989,-533.555,30285.276,68.914,0.402,0.002,0.000,87000.000
147076522941.694,2665381416.614,-539.687,30285.166,70.516,0.416,0.002,0.000,88000.000
147075983254.796,2695666582.373,-545.819,30285.055,72.137,0.431,0.002,0.000,89000.000
147075437435.803,2725951637.004,-551.951,30284.942,73.777,0.446,0.002,0.000,90000.000
147074885484.740,2756236579.244,-558.083,30284.829,75.434,0.461,0.002,0.000,91000.000
147074327401.630,2786521407.830,-564.215,30284.714,77.111,0.476,0.002,0.000,92000.000
147073763186.498,2816806121.500,-570.347,30284.597,78.805,0.492,0.002,0.000,93000.000
147073192839.370,2847090718.991,-576.479,30284.480,80.519,0.508,0.002,0.000,94000.000
147072616360.269,2877375199.040,-582.611,30284.361,82.250,0.525,0.002,0.000,95000.000
147072033749.222,2907659560.385,-588.743,30284.241,84.000,0.542,0.002,0.000,96000.000
147071445006.254,2937943801.763,-594.875,30284.120,85.768,0.559,0.002,0.000,97000.000
147070850131.391,2968227921.912,-601.007,30283.998,87.555,0.577,0.002,0.000,98000.000
147070249124.659,2998511919.569,-607.139,30283.874,89.360,0.595,0.002,0.000,99000.000
147069641986.085,3028795793.471,-613.270,30283.749,91.184,0.613,0.002,0.000,100000.000
147069028715.695,3059079542.355,-619.402,30283.623,93.026,0.632,0.002,0.000,101000.000
147068409313.517,3089363164.960,-625.534,30283.495,94.886,0.651,0.002,0.000,102000.000
147067783779.577,3119646660.023,-631.666,30283.366,96.765,0.671,0.002,0.000,103000.000
147067152113.904,3149930026.280,-637.797,30283.236,98.663,0.691,0.002,0.000,104000.000
147066514316.524,3180213262.470,-643.929,30283.105,100.578,0.711,0.002,0.000,105000.000
147065870387.467,3210496367.329,-650.061,30282.972,102.512,0.732,0.002,0.000,106000.000
147065220326.760,3240779339.596,-656.192,30282.838,104.465,0.753,0.002,0.000,107000.000
147064564134.432,3271062178.008,-662.324,30282.703,106.436,0.774,0.002,0.000,108000.000
147063901810.511,3301344881.301,-668.455,30282.567,108.425,0.796,0.002,0.000,109000.000
147063233355.028,3331627448.215,-674.587,30282.429,110.433,0.819,0.002,0.000,110000.000
147062558768.011,3361909877.485,-680.719,30282.290,112.459,0.841,0.002,0.000,111000.000
147061878049.491,3392192167.850,-686.850,30282.150,114.504,0.865,0.002,0.000,112000.000
147061191199.496,3422474318.047,-692.981,30282.009,116.567,0.888,0.002,0.000,113000.000
147060498218.057,3452756326.813,-699.113,30281.866,118.648,0.912,0.002,0.000,114000.000
147059799105.206,3483038192.886,-705.244,30281.722,120.748,0.937,0.002,0.000,115000.000
147059093860.971,3513319915.004,-711.376,30281.577,122.867,0.961,0.002,0.000,116000.000
147058382485.385,3543601491.904,-717.507,30281.430,125.003,0.987,0.002,0.000,117000.000
147057664978.479,3573882922.323,-723.638,30281.283,127.158,1.012,0.002,0.000,118000.000
147056941340.285,3604164205.000,-729.769,30281.134,129.332,1.039,0.002,0.000,119000.000
147056211570.833,3634445338.670,-735.901,30280.983,131.524,1.065,0.002,0.000,120000.000
147055475670.157,3664726322.073,-742.032,30280.832,133.734,1.092,0.002,0.000,121000.000
147054733638.288,3695007153.946,-748.163,30280.679,135.963,1.120,0.002,0.000,122000.000
147053985475.260,3725287833.026,-754.294,30280.525,138.210,1.148,0.002,0.000,123000.000
147053231181.105,3755568358.050,-760.425,30280.370,140.476,1.176,0.002,0.000,124000.000
147052470755.856,3785848727.757,-766.556,30280.213,142.760,1.205,0.002,0.000,125000.000
147051704199.547,3816128940.884,-772.687,30280.055,145.062,1.235,0.002,0.000,126000.000
147050931512.211,3846408996.168,-778.818,30279.896,147.383,1.265,0.002,0.000,127000.000
147050152693.883,3876688892.347,-784.949,30279.736,149.722,1.295,0.002,0.000,128000.000
147049367744.596,3906968628.158,-791.080,30279.574,152.080,1.326,0.002,0.000,129000.000
147048576664.386,3937248202.340,-797.211,30279.411,154.456,1.357,0.002,0.000,130000.000
147047779453.287,3967527613.630,-803.342,30279.247,156.851,1.389,0.002,0.000,131000.000
147046976111.333,3997806860.765,-809.473,30279.082,159.264,1.421,0.002,0.000,132000.000
147046166638.561,4028085942.484,-815.604,30278.915,161.695,1.454,0.002,0.000,133000.000
147045351035.006,4058364857.522,-821.734,30278.747,164.145,1.487,0.002,0.000,134000.000
147044529300.704,4088643604.620,-827.865,30278.578,166.613,1.521,0.002,0.000,135000.000
147043701435.691,4118922182.513,-833.996,30278.407,169.100,1.555,0.003,0.000,136000.000
147042867440.003,4149200589.940,-840.126,30278.236,171.605,1.590,0.003,0.000,137000.000
147042027313.677,4179478825.638,-846.257,30278.063,174.128,1.625,0.003,0.000,138000.000
147041181056.750,4209756888.346,-852.387,30277.888,176.670,1.661,0.003,0.000,139000.000
147040328669.259,4240034776.799,-858.518,30277.713,179.230,1.698,0.003,0.000,140000.000
147039470151.241,4270312489.738,-864.649,30277.536,181.809,1.735,0.003,0.000,141000.000
147038605502.735,4300590025.898,-870.779,30277.358,184.406,1.772,0.003,0.000,142000.000
147037734723.778,4330867384.018,-876.909,30277.179,187.021,1.810,0.003,0.000,143000.000
147036857814.409,4361144562.836,-883.040,30276.998,189.655,1.849,0.003,0.000,144000.000
147035974774.666,4391421561.089,-889.170,30276.816,192.308,1.888,0.003,0.000,145000.000
147035085604.587,4421698377.515,-895.300,30276.633,194.978,1.927,0.003,0.000,146000.000
147034190304.213,4451975010.851,-901.431,30276.449,197.667,1.967,0.003,0.000,147000.000
147033288873.582,4482251459.836,-907.561,30276.263,200.375,2.008,0.003,0.000,148000.000
147032381312.734,4512527723.207,-913.691,30276.076,203.101,2.049,0.003,0.000,149000.000
147031467621.709,4542803799.702,-919.821,30275.888,205.845,2.091,0.003,0.000,150000.000
147030547800.547,4573079688.059,-925.951,30275.699,208.608,2.134,0.003,0.000,151000.000
147029621849.288,4603355387.016,-932.081,30275.508,211.389,2.176,0.003,0.000,152000.000
147028689767.974,4633630895.310,-938.211,30275.316,214.189,2.220,0.003,0.000,153000.000
147027751556.644,4663906211.679,-944.341,30275.123,217.007,2.264,0.003,0.000,154000.000
147026807215.341,4694181334.860,-950.471,30274.929,219.843,2.309,0.003,0.000,155000.000
147025856744.106,4724456263.593,-956.601,30274.733,222.698,2.354,0.003,0.000,156000.000
147024900142.980,4754730996.615,-962.731,30274.536,225.572,2.400,0.003,0.000,157000.000
147023937412.006,4785005532.662,-968.861,30274.338,228.463,2.446,0.003,0.000,158000.000
147022968551.225,4815279870.475,-974.991,30274.138,231.373,2.493,0.003,0.000,159000.000
147021993560.681,4845554008.789,-981.120,30273.938,234.302,2.541,0.003,0.000,160000.000
147021012440.417,4875827946.343,-987.250,30273.736,237.249,2.589,0.003,0.000,161000.000
147020025190.475,4906101681.876,-993.380,30273.532,240.214,2.638,0.003,0.000,162000.000
147019031810.898,4936375214.124,-999.509,30273.328,243.198,2.688,0.003,0.000,163000.000
147018032301.731,4966648541.826,-1005.639,30273.122,246.200,2.738,0.003,0.000,164000.000
147017026663.018,4996921663.720,-1011.768,30272.915,249.220,2.788,0.003,0.000,165000.000
147016014894.801,5027194578.543,-1017.898,30272.706,252.259,2.840,0.003,0.000,166000.000
147014996997.127,5057467285.034,-1024.027,30272.497,255.317,2.892,0.003,0.000,167000.000
147013972970.040,5087739781.930,-1030.156,30272.286,258.393,2.944,0.003,0.000,168000.000
147012942813.584,5118012067.970,-1036.286,30272.074,261.487,2.997,0.003,0.000,169000.000
147011906527.805,5148284141.891,-1042.415,30271.861,264.599,3.051,0.003,0.000,170000.000
147010864112.748,5178556002.431,-1048.544,30271.646,267.730,3.106,0.003,0.000,171000.000
147009815568.460,5208827648.329,-1054.673,30271.430,270.880,3.161,0.003,0.000,172000.000
147008760894.986,5239099078.322,-1060.803,30271.213,274.048,3.217,0.003,0.000,173000.000
147007700092.373,5269370291.148,-1066.932,30270.994,277.234,3.273,0.003,0.000,174000.000
147006633160.667,5299641285.546,-1073.061,30270.775,280.439,3.330,0.003,0.000,175000.000
147005560099.915,5329912060.253,-1079.190,30270.554,283.662,3.388,0.003,0.000,176000.000
147004480910.164,5360182614.008,-1085.319,30270.332,286.903,3.446,0.003,0.000,177000.000
147003395591.462,5390452945.548,-1091.448,30270.108,290.163,3.505,0.003,0.000,178000.000
147002304143.856,5420723053.611,-1097.576,30269.883,293.441,3.565,0.003,0.000,179000.000
147001206567.394,5450992936.937,-1103.705,30269.657,296.738,3.626,0.003,0.000,180000.000
147000102862.125,5481262594.261,-1109.834,30269.430,300.053,3.687,0.003,0.000,181000.000
146998993028.096,5511532024.324,-1115.963,30269.202,303.387,3.748,0.003,0.000,182000.000
146997877065.358,5541801225.863,-1122.091,30268.972,306.739,3.811,0.003,0.000,183000.000
146996754973.958,5572070197.615,-1128.220,30268.741,310.109,3.874,0.003,0.000,184000.000
146995626753.946,5602338938.320,-1134.349,30268.508,313.498,3.938,0.003,0.000,185000.000
146994492405.371,5632607446.714,-1140.477,30268.275,316.905,4.002,0.003,0.000,186000.000
146993351928.284,5662875721.537,-1146.606,30268.040,320.330,4.068,0.003,0.000,187000.000
146992205322.734,5693143761.527,-1152.734,30267.804,323.774,4.134,0.003,0.000,188000.000
146991052588.772,5723411565.422,-1158.862,30267.567,327.237,4.200,0.003,0.000,189000.000
146989893726.448,5753679131.959,-1164.991,30267.328,330.718,4.268,0.003,0.000,190000.000
146988728735.814,5783946459.877,-1171.119,30267.088,334.217,4.336,0.004,0.000,191000.000
146987557616.920,5814213547.915,-1177.247,30266.847,337.734,4.405,0.004,0.000,192000.000
146986380369.818,5844480394.810,-1183.375,30266.604,341.270,4.474,0.004,0.000,193000.000
146985196994.560,5874746999.301,-1189.503,30266.361,344.825,4.544,0.004,0.000,194000.000
146984007491.197,5905013360.126,-1195.631,30266.116,348.398,4.615,0.004,0.000,195000.000
146982811859.781,5935279476.024,-1201.759,30265.870,351.989,4.687,0.004,0.000,196000.000
146981610100.366,5965545345.731,-1207.887,30265.622,355.598,4.760,0.004,0.000,197000.000
146980402213.005,5995810967.988,-1214.015,30265.374,359.226,4.833,0.004,0.000,198000.000
146979188197.749,6026076341.531,-1220.143,30265.124,362.873,4.907,0.004,0.000,199000.000
146977968054.652,6056341465.100,-1226.271,30264.872,366.538,4.982,0.004,0.000,200000.000
146976741783.769,6086606337.433,-1232.399,30264.620,370.221,5.057,0.004,0.000,201000.000
146975509385.152,6116870957.267,-1238.526,30264.366,373.923,5.133,0.004,0.000,202000.000
146974270858.857,6147135323.342,-1244.654,30264.111,377.643,5.210,0.004,0.000,203000.000
146973026204.936,6177399434.396,-1250.781,30263.855,381.381,5.288,0.004,0.000,204000.000
146971775423.446,6207663289.166,-1256.909,30263.597,385.138,5.367,0.004,0.000,205000.000
146970518514.441,6237926886.392,-1263.036,30263.338,388.913,5.446,0.004,0.000,206000.000
146969255477.975,6268190224.812,-1269.164,30263.078,392.707,5.526,0.004,0.000,207000.000
146967986314.105,6298453303.164,-1275.291,30262.817,396.519,5.607,0.004,0.000,208000.000
146966711022.887,6328716120.186,-1281.419,30262.554,400.350,5.688,0.004,0.000,209000.000
146965429604.375,6358978674.618,-1287.546,30262.291,404.198,5.771,0.004,0.000,210000.000
146964142058.627,6389240965.197,-1293.673,30262.025,408.066,5.854,0.004,0.000,211000.000
146962848385.699,6419502990.662,-1299.800,30261.759,411.951,5.938,0.004,0.000,212000.000
146961548585.648,6449764749.751,-1305.927,30261.491,415.856,6.023,0.004,0.000,213000.000
146960242658.531,6480026241.203,-1312.054,30261.223,419.778,6.109,0.004,0.000,214000.000
146958930604.405,6510287463.757,-1318.181,30260.952,423.719,6.195,0.004,0.000,215000.000
146957612423.328,6540548416.150,-1324.308,30260.681,427.678,6.282,0.004,0.000,216000.000
146956288115.358,6570809097.122,-1330.435,30260.408,431.656,6.370,0.004,0.000,217000.000
146954957680.552,6601069505.410,-1336.562,30260.134,435.652,6.459,0.004,0.000,218000.000
146953621118.970,6631329639.754,-1342.688,30259.859,439.667,6.549,0.004,0.000,219000.000
146952278430.669,6661589498.892,-1348.815,30259.583,443.700,6.640,0.004,0.000,220000.000
146950929615.710,6691849081.562,-1354.942,30259.305,447.751,6.731,0.004,0.000,221000.000
146949574674.151,6722108386.504,-1361.068,30259.026,451.821,6.823,0.004,0.000,222000.000
146948213606.051,6752367412.455,-1367.195,30258.746,455.909,6.916,0.004,0.000,223000.000
146946846411.470,6782626158.154,-1373.321,30258.464,460.015,7.010,0.004,0.000,224000.000
146945473090.469,6812884622.341,-1379.447,30258.181,464.140,7.105,0.004,0.000,225000.000
146944093643.107,6843142803.753,-1385.574,30257.897,468.284,7.200,0.004,0.000,226000.000
146942708069.446,6873400701.129,-1391.700,30257.612,472.445,7.297,0.004,0.000,227000.000
146941316369.546,6903658313.208,-1397.826,30257.326,476.625,7.394,0.004,0.000,228000.000
146939918543.467,6933915638.729,-1403.952,30257.038,480.824,7.492,0.004,0.000,229000.000
146938514591.272,6964172676.429,-1410.078,30256.749,485.041,7.591,0.004,0.000,230000.000
146937104513.023,6994429425.049,-1416.204,30256.458,489.276,7.691,0.004,0.000,231000.000
146935688308.780,7024685883.327,-1422.330,30256.167,493.530,7.792,0.004,0.000,232000.000
146934265978.606,7054942050.000,-1428.456,30255.874,497.802,7.893,0.004,0.000,233000.000
146932837522.564,7085197923.809,-1434.582,30255.580,502.093,7.996,0.004,0.000,234000.000
146931402940.716,7115453503.492,-1440.708,30255.284,506.402,8.099,0.004,0.000,235000.000
146929962233.126,7145708787.788,-1446.833,30254.988,510.729,8.204,0.004,0.000,236000.000
146928515399.856,7175963775.435,-1452.959,30254.690,515.075,8.309,0.004,0.000,237000.000
146927062440.969,7206218465.172,-1459.084,30254.391,519.439,8.415,0.004,0.000,238000.000
146925603356.531,7236472855.738,-1465.210,30254.090,523.821,8.522,0.004,0.000,239000.000
146924138146.605,7266726945.872,-1471.335,30253.788,528.222,8.630,0.004,0.000,240000.000
146922666811.254,7296980734.313,-1477.461,30253.485,532.642,8.738,0.004,0.000,241000.000
146921189350.544,7327234219.799,-1483.586,30253.181,537.079,8.848,0.004,0.000,242000.000
146919705764.540,7357487401.070,-1489.711,30252.876,541.536,8.959,0.004,0.000,243000.000
146918216053.307,7387740276.865,-1495.836,30252.569,546.010,9.070,0.004,0.000,244000.000
146916720216.909,7417992845.921,-1501.961,30252.261,550.503,9.183,0.005,0.000,245000.000
146915218255.413,7448245106.979,-1508.087,30251.952,555.014,9.296,0.005,0.000,246000.000
146913710168.885,7478497058.777,-1514.211,30251.641,559.544,9.410,0.005,0.000,247000.000
146912195957.391,7508748700.054,-1520.336,30251.329,564.092,9.525,0.005,0.000,248000.000
146910675620.997,7539000029.549,-1526.461,30251.016,568.659,9.642,0.005,0.000,249000.000
146909149159.770,7569251046.001,-1532.586,30250.702,573.244,9.759,0.005,0.000,250000.000
146907616573.776,7599501748.149,-1538.711,30250.387,577.847,9.877,0.005,0.000,251000.000
146906077863.085,7629752134.732,-1544.835,30250.070,582.469,9.996,0.005,0.000,252000.000
146904533027.761,7660002204.489,-1550.960,30249.752,587.109,10.116,0.005,0.000,253000.000
146902982067.875,7690251956.160,-1557.084,30249.432,591.767,10.236,0.005,0.000,254000.000
146901424983.493,7720501388.482,-1563.209,30249.112,596.444,10.358,0.005,0.000,255000.000
146899861774.684,7750750500.196,-1569.333,30248.790,601.139,10.481,0.005,0.000,256000.000
146898292441.517,7780999290.039,-1575.457,30248.467,605.853,10.605,0.005,0.000,257000.000
146896716984.060,7811247756.753,-1581.582,30248.142,610.585,10.730,0.005,0.000,258000.000
146895135402.383,7841495899.074,-1587.706,30247.817,615.336,10.855,0.005,0.000,259000.000
146893547696.554,7871743715.744,-1593.830,30247.490,620.104,10.982,0.005,0.000,260000.000
146891953866.645,7901991205.500,-1599.954,30247.162,624.892,11.110,0.005,0.000,261000.000
146890353912.724,7932238367.082,-1606.078,30246.832,629.697,11.238,0.005,0.000,262000.000
146888747834.861,7962485199.230,-1612.202,30246.501,634.521,11.368,0.005,0.000,263000.000
146887135633.128,7992731700.681,-1618.326,30246.169,639.364,11.499,0.005,0.000,264000.000
146885517307.596,8022977870.177,-1624.449,30245.836,644.225,11.630,0.005,0.000,265000.000
146883892858.334,8053223706.455,-1630.573,30245.502,649.104,11.763,0.005,0.000,266000.000
146882262285.415,8083469208.255,-1636.697,30245.166,654.002,11.897,0.005,0.000,267000.000
146880625588.909,8113714374.316,-1642.820,30244.829,658.918,12.031,0.005,0.000,268000.000
146878982768.889,8143959203.378,-1648.943,30244.491,663.852,12.167,0.005,0.000,269000.000
146877333825.427,8174203694.180,-1655.067,30244.151,668.805,12.304,0.005,0.000,270000.000
146875678758.596,8204447845.461,-1661.190,30243.810,673.776,12.441,0.005,0.000,271000.000
146874017568.467,8234691655.960,-1667.313,30243.468,678.766,12.580,0.005,0.000,272000.000
146872350255.114,8264935124.417,-1673.437,30243.125,683.774,12.720,0.005,0.000,273000.000
146870676818.609,8295178249.572,-1679.560,30242.781,688.800,12.861,0.005,0.000,274000.000
146868997259.027,8325421030.163,-1685.683,30242.435,693.845,13.003,0.005,0.000,275000.000
146867311576.441,8355663464.930,-1691.806,30242.088,698.908,13.145,0.005,0.000,276000.000
146865619770.925,8385905552.612,-1697.928,30241.739,703.989,13.289,0.005,0.000,277000.000
146863921842.553,8416147291.950,-1704.051,30241.390,709.089,13.434,0.005,0.000,278000.000
146862217791.400,8446388681.681,-1710.174,30241.039,714.208,13.580,0.005,0.000,279000.000
146860507617.541,8476629720.546,-1716.296,30240.687,719.344,13.727,0.005,0.000,280000.000
146858791321.049,8506870407.284,-1722.419,30240.333,724.499,13.876,0.005,0.000,281000.000
146857068902.002,8537110740.635,-1728.542,30239.979,729.673,14.025,0.005,0.000,282000.000
146855340360.474,8567350719.339,-1734.664,30239.623,734.865,14.175,0.005,0.000,283000.000
146853605696.542,8597590342.134,-1740.786,30239.266,740.075,14.326,0.005,0.000,284000.000
146851864910.280,8627829607.760,-1746.909,30238.907,745.304,14.479,0.005,0.000,285000.000
146850118001.767,8658068514.957,-1753.031,30238.548,750.551,14.632,0.005,0.000,286000.000
146848364971.077,8688307062.464,-1759.153,30238.187,755.816,14.787,0.005,0.000,287000.000
146846605818.290,8718545249.022,-1765.275,30237.824,761.100,14.942,0.005,0.000,288000.000
146844840543.480,8748783073.369,-1771.397,30237.461,766.402,15.099,0.005,0.000,289000.000
146843069146.727,8779020534.245,-1777.519,30237.096,771.723,15.257,0.005,0.000,290000.000
146841291628.107,8809257630.390,-1783.640,30236.730,777.062,15.416,0.005,0.000,291000.000
146839507987.699,8839494360.544,-1789.762,30236.363,782.419,15.576,0.005,0.000,292000.000
146837718225.580,8869730723.446,-1795.884,30235.994,787.795,15.737,0.005,0.000,293000.000
146835922341.831,8899966717.836,-1802.005,30235.625,793.189,15.899,0.005,0.000,294000.000
146834120336.528,8930202342.453,-1808.127,30235.254,798.602,16.062,0.005,0.000,295000.000
146832312209.752,8960437596.038,-1814.248,30234.881,804.033,16.227,0.005,0.000,296000.000
146830497961.581,8990672477.330,-1820.369,30234.508,809.482,16.392,0.005,0.000,297000.000
146828677592.095,9020906985.069,-1826.491,30234.133,814.950,16.559,0.005,0.000,298000.000
146826851101.375,9051141117.995,-1832.612,30233.757,820.436,16.727,0.006,0.000,299000.000
146825018489.500,9081374874.848,-1838.733,30233.380,825.940,16.896,0.006,0.000,300000.000
146823179756.550,9111608254.366,-1844.854,30233.001,831.463,17.066,0.006,0.000,301000.000
146821334902.607,9141841255.291,-1850.975,30232.621,837.004,17.237,0.006,0.000,302000.000
146819483927.751,9172073876.362,-1857.096,30232.240,842.564,17.409,0.006,0.000,303000.000
146817626832.063,9202306116.319,-1863.216,30231.858,848.142,17.583,0.006,0.000,304000.000
146815763615.625,9232537973.902,-1869.337,30231.474,853.738,17.757,0.006,0.000,305000.000
146813894278.519,9262769447.851,-1875.458,30231.089,859.353,17.933,0.006,0.000,306000.000
